NUMTAR;DOCFEC;DOCSER;DOCNUM;DESTAR;IMPOBRA;IMPMAT
01;15/11/2010;14;000144;MATERIAL PARA LAGARTO ;0;159,81
01;16/11/2010;14;000145;BLOQUE;0;4796,29
01;16/11/2010;11;000186;DESPLAZAMIENTO A ALCALA, MONTAJE DE RUEDAS MACIZAS EN MAQUINA;0;12400
01;16/11/2010;14;000146;CRISTAL Y COLOCACION DEL MISMO CON LA COLABORACION DE UN EMPLEADO DE URBASER;120;558,01
01;16/11/2010;14;000147;KIT EMPAQUETADURA BOTELLA VOLTEO;0;1372,68
01;16/11/2010;14;000148;COMPRESOR ;0;2014,07
01;17/11/2010;14;000149;CRISTAL DELANTERO;0;442,01
01;17/11/2010;14;000150;QUITASIMBRES;0;1353,67
01;17/11/2010;11;000187;MATERIAL;0;620,36
01;18/11/2010;11;000188;MATERIAL;0;218
01;18/11/2010;11;000189;MANGUERA MAQUINA LAVAR;0;69,5
01;18/11/2010;14;000151;BOMBIN DE ALIMENTACION ;0;340,98
01;19/11/2010;14;000152;FILTROS;0;379,89
01;22/11/2010;13;000083;PRESUPUESTO BARREDORA;0;2745,5
01;22/11/2010;14;000153;MATERIAL PARA Nº MOTOR 46540513;0;1122,97
01;22/11/2010;14;000154;TURBO;0;4437,9
01;23/11/2010;14;000155;CUCHILLAS LATERALES ;0;446,44
01;23/11/2010;14;000156;FILTROS;0;342,94
01;23/11/2010;11;000190;REPARACION DE CULATA EN TALLER;840;3317,03
01;23/11/2010;11;000191;REPARACION DE MOTOR EN TALLER;3780;8584,62
01;23/11/2010;14;000157;ACUMULADOR;0;64,56
01;23/11/2010;14;000158;FILTROS;0;474,04
01;23/11/2010;11;000192;REPARACION DE MOTOR;3780;7610,9
01;23/11/2010;14;000159;TUBO;0;446,15
01;24/11/2010;14;000160;MATERIAL PARA D65A-8;0;4909,09
01;24/11/2010;11;000193;MATERIAL;0;607,4
01;25/11/2010;14;000161;CUCHILLAS;0;1529,03
01;25/11/2010;11;000194;MATERIAL;0;480,84
01;25/11/2010;14;000162;RODILLO;0;252,25
01;26/11/2010;14;000163;FILTROS
;0;209,43
01;26/11/2010;14;000164;FILTROS;0;302,11
01;26/11/2010;14;000165;TACO DEL CRISTAL;0;52,17
01;29/11/2010;14;000166;FILTROS;0;282,05
01;30/11/2010;14;000167;PINZAS PORTAPALES;0;2840
01;30/11/2010;14;000168;TURBO;0;3121,42
01;30/11/2010;14;000169;TORNILLOS Y TUERCAS;0;77,6
01;30/11/2010;11;000195;MANTENIMIENTO 2000 HORAS;0;2383,09
01;30/11/2010;14;000170;COLLAR Y RETEN;0;218,1
01;30/11/2010;14;000171;SOPORTE LIMPIAPARABRISAS;0;147,21
01;30/11/2010;14;000172;PIEZAS PARA VOLVO L 70D;0;2325,94
01;30/11/2010;14;000173;ARBOL DE LEVAS;0;1988,75
01;01/12/2010;13;000084;SUSTITUCION DE CORONA;3840;13667,55
01;01/12/2010;13;000085;SUSTITUCION DE CORONA OEM;3840;11836,23
01;01/12/2010;14;000174;FILTROS;0;342,94
01;02/12/2010;14;000175;FILTROS
;0;92,44
01;02/12/2010;14;000176;FILTROS
;0;218,16
01;02/12/2010;11;000196;COMPROBAR INYECTORES, REVISION Y CALIBRACION;0;574,5
01;03/12/2010;11;000197;MATERIAL PARA REPARACION;0;602,75
01;03/12/2010;11;000198;MATERIAL BATERIAS;0;371,26
01;03/12/2010;11;000199;MATERIAL  TRANSMISION;0;2135,42
01;03/12/2010;11;000200;MATERIAL TRANSMISION CON KIT JUNTAS COMPLETO;0;3103,88
01;03/12/2010;14;000177;FILTROS;0;1065,25
01;09/12/2010;11;000201;PRESUPUESTO REPARACION DE MOTOR;1050;1275,74
01;10/12/2010;11;000202;REPARACION SALIDERO REFRIGERANTE Y REVISION FRENO ESTACIONAMIENTO;224;84,27
01;13/12/2010;14;000178;REPARACION BOMBA INYECTORA VTA 28GS Nº SERIE 25229996;120;971,01
01;14/12/2010;14;000179;FILTROS;0;302,11
01;14/12/2010;14;000180;SUSTITUCION EMPAQUETADURAS DE ELEVACION ;600;675,92
01;15/12/2010;14;000181;RETEN ESPEJO;0;864,57
01;15/12/2010;14;000182;CADENAS, RUEDA GUIA , EMPAQUETADURAS , TUERCAS Y TORNILLOS;3200;23734,09
01;16/12/2010;11;000203;PRESUPUESTO BOMBA INYECTORA;0;2797,32
01;16/12/2010;14;000183;MATERIAL PARA MOTOR 46434953;0;948,11
01;20/12/2010;14;000184;TUBO;0;452,63
01;20/12/2010;14;000185;MANDO;0;173,52
01;20/12/2010;14;000186;eslavones , bulones , casquillos;0;597,27
01;20/12/2010;11;000204;MATERIAL VOLVO;0;3301,4
01;21/12/2010;14;000187;RETENES Y JUNTA CARTER;0;243,74
01;21/12/2010;14;000188;TAPADERA DEL FILTRO DE AIRE;0;367,25
01;21/12/2010;14;000189;VALVULA SEGURIDAD DEL IDSTRIBUIDOR DE ENGRASE;0;95,68
01;21/12/2010;14;000190;CABLEADO MOTOR;0;461,81
01;22/12/2010;11;000205;PRESUPUESTO NISSAN NAVARA;0;1489,2
01;23/12/2010;14;000191;FILTROS;0;237,87
01;23/12/2010;11;000206;CAMBIO DE 1000 HORAS;241,8;480,66
01;23/12/2010;11;000207;MATERIAL. REGULAR Y CALIBRAR BOMBA INY.;0;2849,44
01;23/12/2010;14;000192;JUNTAS CULATA;0;135,19
01;27/12/2010;14;000193;FILTROS;0;274,24
01;27/12/2010;11;000208;MATERIAL;0;585,58
01;27/12/2010;14;000194;FILTROS;0;159,28
01;28/12/2010;11;000209;MATERIAL VOLVO;0;868,8
01;28/12/2010;14;000195;PASTILLAS FRENOS;0;165,24
01;28/12/2010;11;000210;MATERIAL VOLVO VALVULA 3 FUNCION;0;4759,82
01;29/12/2010;14;000196;SELLOS , CASQUILLOS Y RETENES;0;1973,74
01;29/12/2010;14;000197;JUNTAS CUBO REDUCTOR;0;1056,37
01;29/12/2010;14;000198;CAMISAS , BASTAGO , CASQUILLO , CRISTAL ;0;2966,78
01;30/12/2010;14;000199;PUERTA IZQUIERDA;60;1328,95
01;30/12/2010;14;000200;CRISTAL DELANTERO;150;530,59
01;30/12/2010;11;000211;MATERIAL;0;479,32
01;03/01/2011;24;000001;SENSORES;0;143,44
01;04/01/2011;21;000001;MATERIAL;0;475,69
01;04/01/2011;24;000002;MOTOR DE ARRANQUE;0;562,5
01;04/01/2011;21;000002;MATERIAL CRISTAL LAMINADO SEGURIDAD;540;1165,01
01;04/02/2011;24;000003;PUERTA IZQUIERDA Y VISAGRAS;0;1673,96
01;04/01/2011;21;000003;MATERIAL;0;245,53
01;04/01/2011;21;000004;REPARACION DE REGULADOR Y AVANSE ;0;1082,98
01;04/01/2011;24;000004;MATERIAL PARA WB93R-2;0;317,14
01;04/01/2011;21;000005;REPARACION BOMBA INYECCION;0;2962,7
01;04/01/2011;21;000006;REPARACION DE BALANCIN;0;603,05
01;05/01/2011;21;000007;SUSTITUCION DE CRISTAL DELANTERO;210;352,4
01;07/01/2011;21;000008;MATERIAL;120;71,75
01;10/01/2011;23;000001;PRESUPUESTO ENGANCHE;0;4948,02
01;10/01/2011;23;000002;PRESUPUESTO ENGANCHE;0;5154,08
01;10/01/2011;24;000005;MATE;0;60,38
01;10/01/2011;24;000006;ESLABONES;0;185,06
01;10/01/2011;24;000007;PASTILLAS;0;84,92
01;11/01/2011;24;000008;MANDO;0;680,81
01;11/01/2011;24;000009;HOROMETRO;0;519,43
01;11/01/2011;24;000010;KIT REP. FRENO;0;55,31
01;11/01/2011;24;000011;EJE DELANTERO;0;2746,64
01;11/01/2011;21;000009;MATERIAL OR;0;580,01
01;12/01/2011;24;000012;CULATA;0;2448,25
01;12/01/2011;24;000013;JUNTA Y TAPA BALANCINES;0;123,82
01;12/01/2011;21;000011;MATERIAL ORIGINAL;0;533,5
01;12/01/2011;24;000014;UNIDAD DE CONTROL;0;194,6
01;12/01/2011;24;000015;PISTON Y JUNTAS;0;1021
01;12/01/2011;24;000016;CASQUILLOS, BULONES Y RETENES;0;1500,58
01;13/01/2011;24;000017;CAJA DE DIRECCION;0;1528,41
01;13/01/2011;21;000012;MATERIAL;0;1251,9
01;13/01/2011;21;000013;MATERIAL;0;89,04
01;13/01/2011;21;000014;REPARACION ELECTROVALVULA TVC;180;1625,1
01;13/01/2011;24;000018;EQUIPO DE MOTOR + JUNTA CARTER;0;424,04
01;13/01/2011;24;000019;PISTON;0;1236,88
01;13/01/2011;24;000020;MATERIAL DE BOMBA DE AGUA;0;934,89
01;14/01/2011;24;000021;LATIGUILLO;0;73,54
01;14/01/2011;24;000022;CRISTAL TRASERO Y MANDO DE A/A;0;496,94
01;14/01/2011;24;000023;CRISTAL PUERTA IZQ.;0;238,5
01;14/01/2011;24;000024;MATERIAL PARA BOMBA DE AGUA ;0;559,02
01;14/01/2011;24;000025;RELE;0;242,58
01;17/01/2011;24;000026;KIT EMPAQ. BOTELLA ELEVACION;0;595,94
01;17/01/2011;21;000015;MATERIAL;0;193,35
01;17/01/2011;24;000027;PISTONES DEL CARRO;0;175,15
01;17/01/2011;21;000016;MATERIAL REDUCTOR GIRO;0;1759,07
01;17/01/2011;21;000017;MATERIAL;0;515,78
01;18/01/2011;24;000028;SOLENOIDE;0;151,61
01;19/01/2011;24;000029;SOLENOIDE DE PARE;0;277,86
01;20/01/2011;24;000030;MATERIAL PARA BOMBA HIDRAULICA Nº 2;0;304,18
01;20/01/2011;21;000018;MATERIAL;1950;531,41
01;20/01/2011;21;000019;PRESUPUESTO BATERIA;0;281,01
01;20/01/2011;21;000020;PRESUPUESTO LATIGUILLO;0;18,57
01;20/01/2011;24;000031;CRISTALES;0;357,58
01;20/01/2011;24;000032;TURBO;0;1458,15
01;20/01/2011;24;000033;BOMBIN;0;138,85
01;20/01/2011;24;000034;BOMBA HIDRULICA Nº1;0;8474,9
01;21/01/2011;21;000021;PRESUPUESTO DE SUSTITUCION DE TURBO;84;1270,09
01;21/01/2011;24;000035;MATERIAL PARA BOMBA HIDRAULICA Nº1;0;579,44
01;24/01/2011;24;000036;MATERIAL PARA SK714-5;0;1477,01
01;24/01/2011;21;000022;MANO DE OBRA Y MATERIAL;278;502,93
01;24/01/2011;21;000023;MATERIAL;0;515,78
01;25/01/2011;24;000037;TENSOR Y CORREA;0;179,46
01;25/01/2011;24;000038;RELE;0;242,58
01;26/01/2011;24;000039;CRISTALES;0;468,6
01;26/01/2011;24;000040;CRISTAL Y FILTROS;0;211,37
01;26/01/2011;24;000041;QUITASIMBRES Y PINTURA;0;494,47
01;27/01/2011;21;000024;REPARACION SALIDERO ACEITE RUEDA TRASERA DERECHA;1230;0
02;27/01/2011;21;000024;REPARACION EN TALLER;240;527,49
01;27/01/2011;21;000025;REPRACION DE EJE TRASERO EN TALLER;960;1282,99
01;27/01/2011;24;000042;MANUALES DE MANTENIMIENTO Y OPERACIONES ;0;180
01;28/01/2011;24;000043;PISTONES , JUNTAS ,ETC....;0;1198,51
01;31/01/2011;24;000044;MATERIAL PARA CAT 345BL;0;15005,4
01;31/01/2011;21;000026;MODIFICACION DE SISTEMA REFRIGERACION DE MAQUINA PC210NLC-8 (K50961);0,01;4900,25
01;31/01/2011;24;000045;JUNTA , SEGMENTOS Y CASQ. BIELA;0;529,79
01;31/01/2011;21;000027;REPUESTO MARTILLO MONTABERT;0;826,01
01;01/02/2011;21;000028;aceites;0;1060,25
01;31/01/2011;21;000029;MATERIAL VOLVO;0;385,03
01;02/02/2011;24;000046;CARCASA CUBO REDUCTOR;0;10829,35
01;02/02/2011;24;000047;CADENA GOMA;0;539
01;02/02/2011;24;000048;MATERIAL PARA VOLVO EC 290BNLC;0;1984,1
01;02/02/2011;21;000030;PRESUPUESTO MATERIAL;0;669,34
01;02/02/2011;24;000049;VALVULA;0;3200,71
01;03/02/2011;23;000003;PRESUPUESTO INYECTORES CUMMINS INTERCAMBIO;0;1255,97
01;03/02/2011;21;000031;PRESUPUESTO RADIADOR NO ORIGINAL;0;3384,25
01;03/02/2011;21;000032;PRESUPUESTO RADIADOR;0;8100
01;04/02/2011;24;000050;CASQUILLOS BULONES Y RETENES;0;3938,86
01;07/02/2011;23;000004;PRESUPUESTO KIT REPARACION;0;3062,3
01;07/02/2011;23;000005;KITS REPARACION;0;1507,96
01;07/02/2011;21;000033;PRESUPUESTO TORICAS;0;4,39
01;07/02/2011;24;000051;BULON;0;1598,56
01;08/02/2011;21;000034;REPARACION DE CAJA TRANSFE BOMBAS;1200;232,13
02;08/02/2011;21;000034;REPARACION DE CAJA TRANSFE EN TALLER;420;1513,52
04;08/02/2011;21;000034;BOMBA ENGRASE CAJA TRANSFE;0;185,75
01;08/02/2011;21;000035;REPARACION ARTICULACION VOLTO Y PALA;2100;0
01;08/02/2011;24;000052;CASQUILLO;0;1639,22
02;08/02/2011;21;000035;MECANIZAR ARTICULACION CENTRAL;0;485
01;08/02/2011;21;000036;REPARACION DE TRANSMISION;1350;879,66
01;09/02/2011;24;000053;MATERIAL PARA BOBCAT 753;0;2507,48
01;09/02/2011;23;000006;PRESUPUESTO KITS ;0;571,64
01;10/02/2011;24;000054;CONDENSADOR / EVAPORADOR;0;1708,31
01;11/02/2011;24;000055;INYECTOR;0;3204
01;11/02/2011;24;000056;BOMBA DE AGUA VOLVO  L 120C;0;664,32
01;11/02/2011;24;000057;BOMBA DE AGUA INTERCAMBIO VOLVO  L 120C;0;842,43
02;08/02/2011;21;000036;PUERTA IZQUIERDA COMPLETA;0;1328,95
01;11/02/2011;21;000037;ARANQUE DUMPER KOMATSU;256;0
01;14/02/2011;24;000058;PUERTAS Y VISAGRAS;256;3446,1
01;15/02/2011;21;000039;PRESUPUESTO DE FILTROS DE AIRE PARA BOBCAT;0;86,24
01;15/02/2011;21;000040;CENTRAL ENGRASE SIN SENSOR  LUZ AVERIA EN CABINA;0;1368,25
01;15/02/2011;21;000041;CENTRAL ENGRASE CON SENSOR LUZ AVERIA EN CABINA;0;2632,05
01;15/02/2011;24;000059;MATERIAL PARA HD465-7;0;3750,49
01;16/02/2011;21;000042;QUITAR CARDAN CENTRAL DEFECTUOSO, MONTAJE DE OTRO CARDAN  Y MATERIAL;205;619,3
01;16/02/2011;24;000060;BOMBA , INYECTORES , JUNTAS SUP.;0;4045,25
01;16/02/2011;24;000061;MATERIAL PARA PC1100SP-6 Nº0215;0;2669,92
01;17/02/2011;24;000062;MATERIAL PARA CAT 980G;0;893,04
01;17/02/2011;21;000043;COMPROBACION DE TRANSMISION;360;0
02;17/02/2011;21;000043;REPARACION DE TRANSMISION EN TALLER;3150;7505,79
03;17/02/2011;21;000043;REPARACION DE SALIDERO ACEITE POR MANDOS PALA TIC;120;113,4
04;17/02/2011;21;000043;COMPROBACION Y REGLAJE DE VALVULAS;90;38,36
01;17/02/2011;21;000044;COMPROBACION DE MOTOR;0;0
02;17/02/2011;21;000044;REPARACION DE MOTOR EN TALLER;2250;2418,24
01;17/02/2011;21;000045;ROTURA GUIAS TAQUE;0;2890,66
01;17/02/2011;24;000063;MATERIAL PARA SK714-5;0;372,92
01;18/02/2011;24;000064;MATERIAL PARA MOTOR 21471329;0;1841,23
01;18/02/2011;24;000065;RECTIFICADO DEL MOTOR 21471329;0;848,14
01;18/02/2011;21;000046;REALIZAR REGLAJE DE VALVULA DE CULATA Y CAMBIAR TAPA DE BALANCIN;90;42,54
01;21/02/2011;21;000047;REVISION SISTEMA INYERCCION;150;0
01;21/02/2011;24;000066;BOMBA INYECTORA;0;5380,32
01;21/02/2011;21;000048;PRESUPUESTO MATERIAL ORIGINAL DEUZT;1950;3500,93
01;21/02/2011;21;000049;PRESUPUESTO MATERIAL ALTERNATIVO;1950;2899,65
01;21/02/2011;21;000050;CAMBIO 250 HORAS. Nº PEDIDO: 246;155;0
01;21/02/2011;21;000051;MATERIAL;0;725,01
01;22/02/2011;24;000067;MATERIAL;0;340,62
01;22/02/2011;24;000068;MATERIAL;0;53
01;22/02/2011;21;000052;DESPLAZAMIENTO A PLANTA, COLOCACION DE AVISADOR EMERGENCIA;376;0
01;23/02/2011;21;000053;REPARACION DE INYECTORES ;750;3898,02
02;23/02/2011;21;000053;REPARACION ELEMENTOS BOMBA INYECCION;300;3225,99
01;24/02/2011;24;000069;MATERIAL PARA CAT930;0;1266,03
01;24/02/2011;24;000070;CASQUILLO BIELA;0;76,46
01;25/02/2011;24;000071;BOMBA DE AGUA;0;305,97
01;25/02/2011;24;000072;MATERIAL PARA PC1100SP-6;0;464,63
01;28/04/2011;24;000073;DISCOS FRICCION, PLATOS, ETC....;0;8352,8
01;02/03/2011;24;000074;MATERIAL;0;189,02
01;02/03/2011;24;000075;DISCOS FRICCION,PLATOS, ETC....;0;6257,04
01;02/03/2011;21;000054;MATERIAL ELECTRICO;0;464,53
01;02/03/2011;21;000055;MOTOR ARRANQUE INTERCAMBIO ORIGINAL;0;1500,6
01;02/03/2011;21;000056;MOTOR ARRANQUE POR EL FABRICANTE ( OEM );0;746,7
01;02/03/2011;21;000057;PRESUPUESTO SUSTITUCION CORONA;1920;25895,99
01;02/03/2011;21;000058;SUSTITUCION DE CORONA OEM;1920;18990,76
01;03/03/2011;21;000059;MATERIAL CAMBIO VELOCIDADES;210;0
01;03/03/2011;24;000076;MATERIAL;0;31,72
01;03/03/2011;24;000077;CUCHILLAS;0;1376,13
01;04/03/2011;24;000078;CADENAS, RUEDA GUIA, ETC....;0;24348,27
01;04/03/2011;21;000060;ARNES CABLES TRASEROS MAQUINA ORIGINALES;720;3262,44
01;07/03/2011;21;000061;DESPLAZAMIENTO, QUITAR BOTELLA, REP. EN TALLER Y MONTAJE;1349,55;0
01;07/03/2011;24;000079;MATERIAL  PARA MOTOR 46297887;0;2072,91
01;07/03/2011;21;000062;DESPLAZAMIENTO, QUITAR BOTELLA, REP. EN TALLER, MATERIAL Y MONTAJE;1921,55;0
01;07/03/2011;21;000063;BOMBA HIDRAULICA ;0;5514,69
01;08/03/2011;21;000065;MATERIAL VOLVO;0;169,25
01;08/03/2011;21;000066;REPARACION DE MOTOR;1200;0
02;08/03/2011;21;000066;REPARACION EN TALLER;2400;4633,36
01;08/03/2011;24;000080;FILTROS Y TAPON DEL RADIADOR;0;331,63
01;08/03/2011;24;000081;FILTROS;0;185,81
01;08/03/2011;24;000082;SECTORES RUEDA CABILLA;0;1451,84
01;08/03/2011;21;000067;MATERIAL ELECTRICO;0;3558,68
01;09/03/2011;21;000068;MATERIAL ELECTRICO;0;420,75
01;09/03/2011;24;000083;CAZO LIMPIEZA;0;1333
01;09/03/2011;21;000069;PRESUPUESTO CALIPE FRENOS EJE DELANTERO 2 RUEDAS;0;426,5
01;09/03/2011;24;000084;ENFRIADOR DE ACEITE;0;6469,67
01;09/03/2011;24;000085;RUEDA GUIA Y CABILLA;0;2795,7
01;09/03/2011;21;000070;PRESUPUESTO MATERIAL S.REF 45241 SSG;0;10331,58
01;10/03/2011;24;000086;MATERIAL;0;320,56
01;10/03/2011;24;000087;SOLENOIDE;0;346,5
01;11/03/2011;21;000071;PRESUPUESTO MATERIAL S. REF.  45241 SSG;0;9239,58
01;14/03/2011;24;000088;MATERIAL;0;1520,2
01;14/03/2011;24;000089;MATERIAL;0;5822,65
01;15/03/2011;24;000090;ENGANCHE RAPIDO;0;106,84
01;15/03/2011;24;000091;MATERIAL;0;222,77
01;16/03/2011;24;000092;MATERIAL;0;872,71
01;17/03/2011;21;000072;PRESUPUESTO ACEITE HIDRAULCO IGNIFUGO;0;2640
01;17/03/2011;21;000073;PRESUPUESTO HIDRAULICO;0;2140
01;17/03/2011;21;000074;PRESUPUESTO ACEITE HIDRAULICO IGNIFUGO;0;1760
01;18/03/2011;24;000093;BOMBA INYECTOTA E ICV;0;6018,31
01;21/03/2011;21;000075;MATERIAL;0;246,81
01;21/03/2011;21;000076;MATERIAL DE PUERTA;0;261,43
01;21/03/2011;24;000094;TENSOR POLEA;0;1024,83
01;21/03/2011;24;000095;MATERIAL;0;190
01;21/03/2011;24;000096;MATERIAL;0;1280,54
01;21/03/2011;21;000077;REPARACION CRISTAL DELANTERO DERECHO;150;0
01;21/03/2011;24;000097;FILTROS;0;158,84
01;22/03/2011;21;000078;MATERIAL AIREACONDICIONADO;0;1300,77
01;22/03/2011;21;000079;PRESUPUESTO MATERIAL CATERPILLAR;0;266
01;22/03/2011;24;000098;TUBO, GRAPA, ETC...;0;158,24
01;22/03/2011;21;000080;MATERIAL ELECTRICO;0;243,36
01;22/03/2011;24;000099;BULONES,CASQUILLOS,ETC...;0;6022,74
01;22/03/2011;21;000081;REPARACION DE SILENCIOSO;145;1012,85
01;22/03/2011;21;000082;REPARACION MANDO VELOCIDADES;87;415,15
01;23/03/2011;24;000100;TORNILLOS, TUERCAS, ETC....;0;122,31
01;09/06/2011;24;000101;BULONES, CASQUILLOS, ETC;0;2429,02
01;23/03/2011;21;000083;PRESUPUESTO SU REFERENCIA;0;3685,1
01;24/03/2011;24;000102;SILENCIOSO Y COLECTOR DE ESCAPE;0;1044,63
01;24/03/2011;24;000103;EMPAQUETADURA BOTELLA BALANCIN;380;0
01;24/03/2011;24;000104;BOMBA DE AGUA;0;1324,45
01;25/03/2011;24;000105;DIODO;0;25,62
01;25/03/2011;24;000106;MATERIAL;0;679,2
01;28/03/2011;21;000084;MATERIAL FUERA PRESUPUESTO;0;188,32
01;28/03/2011;24;000107;BOMBA DE AGUA;0;1058,15
01;28/03/2011;24;000108;TORNILLOS;0;54,21
01;28/03/2011;24;000109;MATERIAL;0;340,33
01;28/03/2011;24;000110;CORREA;0;77,23
01;28/03/2011;24;000111;RODAJE;0;12844,9
01;29/03/2011;24;000112;POLEA;0;328,54
01;29/03/2011;21;000085;REPARACION TRANSMISION;0;2014,18
01;29/03/2011;24;000113;TURBO;0;520
01;30/03/2011;24;000114;JUNTAS;0;226,13
01;31/03/2011;21;000086;MATERIAL REPUESTO;0;1015,15
01;31/03/2011;21;000087;MATERIAL REPUESTO;0;1416,51
01;31/03/2011;24;000115;MATERIAL;0;882,43
01;31/03/2011;24;000116;MANGUITO CODO;0;584,85
01;31/03/2011;24;000117;EMPAQUETADURA;0;513,21
01;31/03/2011;24;000118;bomba de agua;0;1383,54
01;31/03/2011;24;000119;EMPAQUETADURA VOLTEO;0;513,21
01;31/03/2011;21;000088;PRESUPUESTO EMPAQUETADURAS;0;513,21
01;23/03/2011;21;000089;SUSTITUCION INTERRUPTOR DE VELOCIDADES EN MANDO;60;112,25
01;01/04/2011;21;000090;PRESUPUESTO MATERIAL;0;1153,2
01;01/04/2011;24;000120;DIODO;0;80,5
01;01/04/2011;21;000091;MATERIAL MONTALBER;0;655,89
01;01/04/2011;21;000092;FALLO DE AIRE ACONDICIONADO;201;120
01;04/04/2011;24;000122;EMPAQUETADURA;0;2167,08
01;25/03/2011;21;000093;MATERIAL CUMMINS ORIGINAL;0;497,46
01;25/03/2011;23;000007;MATERIAL CUMMINS ORIGINAL;0;497,46
01;04/04/2011;24;000123;JUNTAS;0;19,33
01;04/04/2011;24;000124;PISTONES, SEGMENTOS CAMISAS,ETC.....;0;5680,8
01;01/04/2011;21;000094;FABRICACION INSTALACION ELECTRICA;0;2665,75
01;04/04/2011;21;000095;MANO DE OBRA Y MATERIAL ORIGINAL;5760;35139,12
01;04/04/2011;21;000096;MANO DE OBRA Y MATERIAL ;5760;28804,84
01;05/04/2011;24;000125;SOPORTE;600;2388,49
01;05/04/2011;21;000097;MATERIAL PARA REP. INYECTORES;0;0
02;05/04/2011;21;000097;MATERIAL PARA REP. BOMBA INY.;0;0
01;05/04/2011;21;000098;PRESUPUESTO;0;9,04
01;05/04/2011;21;000099;MONTAJE DE TURBO;0;1292,25
01;05/04/2011;24;000126;ENGRASADOR;0;54,37
01;05/04/2011;21;000100;PRESUPUESTO;0;75,5
01;05/04/2011;24;000127;CABLE ACELERADOR;0;71,37
01;06/04/2011;21;000101;MANO DE OBRA Y MATERIAL;5760;30671,16
01;06/04/2011;21;000102;REPARACION DE TRANSMISION;4530;1929,89
01;06/04/2011;24;000128;PISTONES, SEGMENTOS, CAMISAS,ETC.....;0;5429,02
01;06/04/2011;24;000129;CABLE;0;118,6
01;06/04/2011;21;000103;MONTAJE DE TURBO;90;926,68
01;06/04/2011;24;000130;SENSOR;0;61,45
01;06/04/2011;24;000131;PISTONES,SEGMENTOS, ETC...;0;1416,56
01;07/04/2011;21;000104;PRESUPUESTO MATERIAL;810;2319,39
01;07/04/2011;21;000105;REPARACION DE AIRE ACONDICIONADO;300;609,21
01;08/04/2011;24;000132;JUNTAS;0;121,95
01;08/04/2011;21;000106;QUITAR BOMBA INYECTORA DEL MOTOR;320;0
02;08/04/2011;21;000106;REPARACION BOMBA INYECTORA;0;596,38
01;08/04/2011;24;000133;COLECTOR DE ESCAPE;0;2424,69
01;08/04/2011;24;000134;MOTOR ARRANQUE;0;1720,62
01;08/04/2011;21;000107;FALLO PRESION FRENOS;87;473,56
01;08/04/2011;21;000108;MANO DE OBRA EN TALLER Y MATERIAL ORIGINAL;5760;35139,12
01;08/04/2011;21;000109;MANO DE OBRA EN TALLER Y MATERIAL;5760;28817,32
01;08/04/2011;21;000110;MANO DE OBRA EN TALLER Y MATERIAL;5760;30671,16
01;08/04/2011;24;000135;MOTOR ARRANQUE INTERCAMBIO;0;1156,32
01;08/04/2011;24;000136;SENSOR;0;307,56
01;08/04/2011;24;000137;MATERIAL;0;804,66
01;11/04/2011;24;000138;BOTON ELEVADURAS;0;142,84
01;11/04/2011;24;000139;COMPRESOR, VALVULA, FILTRO;0;1556,18
01;11/04/2011;21;000111;PRESUPUESTO MATERIAL;0;356,93
01;11/04/2011;24;000140;SOPORTE;0;2388,49
01;11/04/2011;24;000141;CONTROLADOR A/A;0;1608,1
01;11/04/2011;24;000142;RETEN, SENSOR Y EMPAQUETADURA;0;1185,13
01;12/04/2011;24;000143;TUBO;0;37,6
01;12/04/2011;24;000144;FILTRO SECADOR;0;107,63
01;12/04/2011;24;000145;BOMBA HIDRAULICA;0;6875
01;12/04/2011;21;000112;CAMBIAR I-ECU;60;2684,48
01;12/04/2011;21;000113;MATERIAL ELECTRICO;0;227,6
01;12/04/2011;21;000114;REPARACION FRENOS DELANTEROS;900;0
01;13/04/2011;24;000146;JUNTA Y TORNILLO;0;46,04
01;13/04/2011;24;000147;BOTE EXPANSOR, RELEX, PORTARELEX, ETC...;0;250,64
01;14/04/2011;24;000148;SENSOR, CONMUTADOR, ETC......;0;996,64
01;14/04/2011;24;000149;SENSOR;0;144,44
01;15/04/2011;24;000150;MATERIAL;0;48,53
01;15/04/2011;24;000151;MANGUITO;0;251,25
01;18/04/2011;24;000152;CRISTALES PC1250SP-8;0;1314,28
01;18/04/2011;24;000153;TUBO Y ABRAZADERA;0;136,03
01;18/04/2011;24;000154;CRISTAL;0;241,44
01;18/04/2011;24;000155;CRISTAL;0;78,89
01;19/04/2011;24;000156;MATERIAL;0;4525,36
01;19/04/2011;24;000157;MATERIAL;0;1392,4
01;19/04/2011;24;000158;PRESUPUESTO MATERIAL MOTOR 3306;0;1522,15
01;19/04/2011;21;000115;MODIFICACION DE SISTEMA REFRIGERACION DE MAQUINA PC210NLC-8 SIN SOPORTE VENTILADOR;2850;1751,23
01;19/04/2011;24;000159;MATERIAL;0;1213,02
01;19/04/2011;24;000160;CRISTAL;0;211,22
01;19/04/2011;24;000161;CRISTAL;0;110,16
01;19/04/2011;24;000162;ACUMULADOR;0;2850,96
01;20/04/2011;24;000163;INJECTOR;0;1191,71
01;20/04/2011;24;000164;MARCO, CRISTALES;0;1039,61
01;25/04/2011;24;000165;CRISTAL;0;211,22
01;25/04/2011;24;000166;RETEN, DISCOS, PLATOS, ETC...............;0;1280,68
