CODOPER;NUMTAR;DOCFEC;DOCSER;DOCNUM;DESCOP;HFACT;HREAL;DTOOBR;CODMOD;PORIMP;PORREC;PRETAR;LINOBRA;MARCA
800;01;19/07/2011;20;000575;DESPLAZAMIENTO A CANTERA REVISION A/A, ACOPLAR COMPRESOR, SUSTITUIR VALVULA EXPANSION, FILTRO DE SECADO Y CARGA DE GAS.;5,5;5,5;0;01;18;4;30;005;S
800;01;19/07/2011;20;000576;DESPLAZAMIENTO A PLANTA, SUSTITUIR TUBO HIDRÁULICO DE MOTOR TRASLACION IZQ. Y CORREGIR FUGA DE AGUA;5,5;5,5;0;01;18;4;30;005;S
800;01;27/07/2011;20;000577;DESPLAZAMIENTO A PLANTA PARA MONTAR PUNTO CENTRAL Y CARDAN DELANTERO;3,5;3,5;0;01;18;4;30;005;S
800;01;28/07/2011;20;000578;DESPLAZAMIENTO A CANTERA REVISION DE A/A, SUSTITUIR COMPRESOR, FILTRO SECADOR Y ACUMULADOR, LATIGUILLOS DEFECTUOSOS Y CARGA DE GAS.;8,5;8,5;0;01;18;4;30;005;S
800;01;15/07/2011;20;000579;REVISION DE FALLO DE TEMPERATURA, SUSTITUIR SENSOR;1;1;0;01;18;4;30;005;S
800;01;18/07/2011;20;000580;DESMONTAR TUBOS DE BOMBA, COLOCACION DE JUNTAS, DESMONTAR CRENAJES, DESMONTAR TAPA BALANCINES, E INYECTOR. COLOCACION DE NUEVO, AJSUTE Y OTNAJE. COLOCACION INTERRPTOR SELECTOR DIRECCION;1;10,5;0;01;18;4;1441,2;005;S
800;01;22/07/2011;20;000581;DESPLAZAMIENTO A PLANTA LA LINEA, SUSTITUCION DE MICRORELES DE PEDAL DE FRENO Y SANEAR CABLEADO.;1;6,5;0;01;18;4;286;005;S
800;01;27/07/2011;20;000582;DESPLAZAMIENTO A PLANTA, CAMBIO 500 HORAS;1;2,5;0;01;18;4;127;005;S
800;01;26/07/2011;20;000583;DESPLAZAMIENTO A FABRICA, SUSTITUCION DE BOMBA DE AGUA Y QUITAR RADIADOR PARA LIMPIEZA EN TALLER. Y COLOCAR UNA VEZ REPARADO;6;6;0;01;18;4;30;005;S
101;02;26/07/2011;20;000583;LIMPIEZA DE RADIADOR EN TALLER;0;0;0;01;18;4;30;005;S
800;01;25/07/2011;20;000584;DESPLAZ. A PLANTA, SUSTITUIR REFRIGERANTE, LIMPIEZA DE RADIADOR CON AGUA FUERTE Y PRUEBA DE MAQUINA. DESPLAZ. SUSTITUIR RADIADOR, TERMOSTATO Y MAGUITO. HACER NIVEL REFRIGERANTE, PRUEBA DE MAQUINA, QUEDANDO EN CORRECTO FUNCIONAMIENTO.;14;20;0;01;18;4;30;005;S
800;01;20/07/2011;20;000585;DESPLAZAMIENTO A PLANTA, CAMBIO 250 HORAS Y SUSTITUCION DE ROTATIVO LUMINOSO;2;3;0;01;18;4;30;005;S
800;01;14/07/2011;20;000586;DESPLAZAMIENTO A PLANTA, REVISION FALLO DE CARGA FRENO, SANEAR INSTALACION DE SOLENOIDE, SUSTITUIR CONJUNTO DE BOMBIN FILTRO DE SU PROPIEDAD Y SANGRAR CIRCUITO DE GASOIL;3,5;6;0;01;18;4;30;005;S
800;01;04/07/2011;20;000587;DESPLAZAMIENTO A NAVE, REVISION FALLO DE ARRANQUE, POSIBLE BOMBA INY. DEFECTUOSA;1,5;3;0;01;18;4;30;005;S
800;01;02/02/2011;20;000588;DESPLAZAMIENTO A CENTRO PENITENCIARIO SEVILLA II PARA SUSTITUIR FUSIBLES DEL PARO DE MOTOR;1;1;0;01;18;4;30;005;S
101;01;18/07/2011;20;000589;REPARACION Y SOLDADURA DE LA COGIDA DE LA BOTELLA DE ALTO VOLTEO DEL CAZO;7;7;0;01;18;4;30;005;S
800;01;07/07/2011;20;000590;DESPLAZAMIENTO A NAVE (PUEBLA DE CAZALLA), COMPROBACION DE FALLO EN VELOCIDADES DE TRANSMISION;3,5;4;0;01;18;4;30;005;S
100;01;21/07/2011;GR;000016;DESPLAZAMIENTO A PLANTA, CORREGUIR  PERDIDA DE REFRIGERANTE POR RADIADOR (ANTES OR. 522) POSIBLE GARANTIA;3,5;3,5;0;;0;0;25;005;S
800;01;08/07/2011;20;000591;DESPLAZAMIENTO A FABRICA, COMPROBACION FALLO DE ALTERNADOR, SUSTITUCION DEL MISMO, COMPROBAR AIRE AC, LIMPIEZA DE EVAPORADOR Y CONDENSADOR. CARGA DE GAS;7;7;0;01;18;4;29;005;S
800;01;08/07/2011;20;000592;DESPLAZAMIENTO A FABRICA, CAMBIO 250 HORAS Y REVISAR LUCES;4,5;4,5;0;01;18;4;29;005;S
800;01;14/07/2011;20;000593;DESPLAZAMIENTO A FABRICA, QUITAR TUBO DE ENGRASE, CONSTRUCCION DE NUEVO, REVISAR NIVELES, LIMPIEZA DE FILTROS Y SUSTITIUR DE AIRE.;12;9;0;01;18;4;29;005;S
800;01;19/07/2011;20;000594;DESPLAZAMIENTO A FABRICA, CAMBIO DE 1000 H. REVISAR LUCES, GRASA, Y DEMAS MAQUINAS;9;8;0;01;18;4;29;005;S
800;01;21/07/2011;20;000595;DESPLAZAMIENTO A FABRICA, CAMBIO 500 HORAS;5;5;0;01;18;4;29;005;S
800;01;02/08/2011;20;000596;DESPLAZAMIENTO A PLANTA, Y RESOLDAR CONTACTOS QUEMADOS DE PLACA ELECTRÓNICA;1,5;1,5;0;01;18;4;30;005;S
800;01;03/08/2011;20;000597;DESPLAZAMIENTO A PLANTA PARA SUSTITUIR TUBO HIDRÁULICO;4,5;4,5;0;01;18;4;30;005;S
800;01;03/08/2011;20;000598;DESPLAZAMIENTO A PLANTA PARA SUSTITUIR TUBO HIDRÁULICO;5;5;0;01;18;4;30;005;S
800;01;03/08/2011;20;000599;DESPLAZAMIENTO A PLANTA PARA MONTAR BATERIAS Y ARRANCAR LA MAQUINA;2;2;0;01;18;4;30;005;S
800;01;05/08/2011;20;000600;DESPLAZAMIENTO A CANTERA, LIMPIEZA SALIDA DEPOSITO GASOIL. SANGRAR Y ARRANQUE MAQUINA;1;1;0;01;18;4;30;005;S
800;01;08/08/2011;20;000601;DESPLAZAMIENTO A CANTERA, DESMONTAR TURBO PARA SU REPARACION EN TALLER Y MONTAJE UNA VEZ REPARADO;6;6;0;01;18;4;30;005;S
101;02;08/08/2011;20;000601;DESMONTAR CARTUCHO, COLOCACION DE NUEVO, AJUSTE Y MONTAJE;3,5;3,5;0;01;18;4;30;005;S
800;01;05/08/2011;20;000602;DESPLAZAMIENTO A CANTERA, DESMONTAR SOPORTE, SACAR TORNILLO PARTIDO , COLOCACION DE TORNILLO Y MONTAJE;1,5;1,5;0;01;18;4;30;005;S
800;01;10/08/2011;20;000603;DESPLAZAMIENTO A CANTERA, DESMONTAR, MOTOR ARRANQUE Y COLOCACION DE NUEVO;2,5;2,5;0;01;18;4;30;005;S
800;01;15/07/2011;20;000604;LIMPIEZA, DESMONTAR CABINA DE MAQUINA, QUITAR TUBERIAS DE BOMBAS, CHAPONES, DESMONTAR SOPORTES TRANSMISION Y SACAR TRANSMISION. ;40;120;0;01;18;4;30;005;S
101;01;15/07/2011;20;000604;DESPIECE DE TRANSMISION, LIMPIEZA, CAMBIAR JUNTAS, SEGMENTOS TRANSMISION, DESPIECE DE BOMBA TRANSMISION, COLOCACION DE RETEN JUNTAS.;35;0;0;01;18;4;30;010;N
101;01;15/07/2011;20;000604;LIMPIEZA DE ALOJAMIENTO DE TRANSMISION, MONTAJE DE LA MISMA EN MAQUINA, BOMBS, TUBERIAS, MONTAJE CABINA, CHAPONES, HACAER NIVELES Y PRUEBA DE MAQUINA;76;0;0;01;18;4;30;015;N
101;01;15/07/2011;20;000605;MATERIAL FUERA DEL PRESUPUESTO;0;0;0;01;18;4;30;005;S
800;01;16/08/2011;20;000607;DESPLAZAMIENTOS A CANTERA, DESMONTAR MOTOR PARA SU REPARACION EN TALLER Y COLOCACION UNA VEZ REPARADO. SUSTITUCION DE CARDAN.;73,5;73,5;0;01;18;4;30;005;S
101;02;16/08/2011;20;000607;TOTAL MANO DE OBRA SEGUN LOS SIGUIENTES CONCEPTOS.;45;36;0;01;18;4;30;005;S
101;02;16/08/2011;20;000607;DESMONTAR CONVERTIDOR DE MOTOR, ENVOLVENTE, CARTER DE MOTOR, TURBO, DESPIECE DE CAJA DE ENGRANES TRASERO, MONTAJE DE RODAMIENTOS Y ENGRANES.;0;0;0;01;18;4;0;010;N
101;02;16/08/2011;20;000607;SACAR TORNILLOS PARTIDOS DE ENVOLVENTE DE MOTOR Y COGIDA DE TURBO. MONTAJE DE ENVOLVENTE, VOLANTE, CARTER, CONVERTIDOR EN MOTOR.;0;0;0;01;18;4;0;015;N
101;02;16/08/2011;20;000607;HACER REGLAJE DE VALVULAS, SUSTITUCION DE COMPRESOR DE AIRE.;0;0;0;01;18;4;0;020;N
800;03;16/08/2011;20;000607;SUSTITUCION DE CARDAN TRASERO;0;0;0;01;18;4;30;005;S
800;01;29/07/2011;20;000608;SUSTITUCION DE BRIDAS DE CARDAN.;1;1;0;01;18;4;28;005;S
800;01;29/07/2011;20;000609;DESPLAZAMIENTO A CANTERA, CAMBIO DE 500 HORAS SEGUN OFERTA;1;1;0;01;18;4;122;005;S
800;01;04/08/2011;20;000610;DESPLAZAMIENTO A PLANTA, REVISION FALLO DE ARRANQUE, SUSTITUCION DE MOTOR DE ARRANQUE.;7,5;15;0;01;18;4;32;005;S
800;01;04/08/2011;20;000611;DESPLAZAMIENTO A PLANTA REVISION DE CARDAN DELANTERO  ESTANDO ROTO, DESPLAZAMIENTO, SUSTITUCION DEL MISMO.;2,5;3,5;0;01;18;4;28;005;S
800;01;08/08/2011;20;000612;DESPLAZAMIENTO A PLNTA, REVISION DE FUGA AGUA Y REVISION  FUGA DE ACEITE MOTOR,  SENSOR PRESION ACEITE MOTOR EN MAL ESTADO. ;1;3,5;0;01;18;4;30;005;S
800;01;09/08/2011;20;000613;DESPLAZAMIENTYO A PLANTA, REVISION DE CENTRAL DE ENGRASE, LOCALIZADO CABLE CORTADO, SANEADO Y QUEDANDO EN FUNCIONAMIENTO;2,5;2;0;01;18;4;30;005;S
800;01;10/08/2011;20;000615;CORREGIR PERDIDA DE ACEIDRAULICO POR TUBO METALICO;7;9;0;01;18;4;32;005;S
800;01;11/08/2011;20;000616;DESPLAZAMIENTO, DESMONTAR MANDO Y COLOCACION DE NUEVO;1;3;0;01;18;4;30;005;S
800;01;11/08/2011;20;000617;DESPLAZAMIENTO A CANTERA, RECTIFICAR CULATA Y MONTAJE;17;25;0;01;18;4;32;005;S
800;01;10/08/2011;20;000614;VARIOS DESPLAZAMIENTOS A CANTERA PARA CORREGIR SALIDEROS DE ACEITE Y FUGAS DE ESCAPE;31,5;46;0;01;18;4;32;005;S
800;01;18/08/2011;20;000618;DESPLAZAMIENTO A SUS INSTALACIONES, DESMONTAR BOMBA AGUA, COLOCACION BOMBA DE INTERCAMBIO.;7;9;0;01;18;4;32;005;S
800;01;14/07/2011;20;000619;DESPLAZAMIENTO A MINAS, COMPROBACION DE INYECCION CON INSIDE Y REVISION ELECTRICA ESTADO CORRECTA. CAMBIAR CALIBRACION DE MOTOR Y AJUSTAR TAPA DE BLOQUE.;3,5;6;0;01;18;4;32;005;S
800;01;22/08/2011;20;000620;DESPLAZAMIENTO A FABRICA, DESMONTAR DOS CADENAS DE NEUMATICOS EN MAL ESTADO Y MONTARLAS EN NEUMATICOS NUEVOS DE SISE.;1;34;0;01;18;4;1250;005;S
101;01;23/08/2011;22;000412;DESMONTAR ELEMENTOS Y SUSTITUIR TORICAS PARA CORREGIR PERDIDA DE GASOIL;1,5;1,5;0;;0;0;30;005;S
800;01;23/08/2011;20;000621;DESPLAZAMIENTO A CANTERA, REVISAR CON DIAGNOSIS FALLO DE VOLTEO, DESMONTAR REOSTATO Y SUSTITUIRLO UNO DE SU PROPIEDAD;2;2;0;01;18;4;30;005;S
800;01;04/08/2011;20;000623;DESPLAZAMIENTO A FABRICA, QUITAR MOTORCILLO COMPLETO DE  LIMPIAPARABRISAS PARA SUSTITUCION Y LIMPIEZA DE MAQUINAS;26;25;0;01;18;4;29;005;S
800;01;28/07/2011;20;000622;DESPLAZAMIETNO A FABRICA REVISAR MAQUINARIA MOVIL, LIMPIEZA DE FILTROS, NIVELES.;12;6,5;0;01;18;4;29;005;S
800;01;04/08/2011;20;000624;DESPLAZAMIENTO A FABRICA, SUSTITUIR RUEDA DELANTERA DERECHA PINCHADA, REPASAR ORIFICIOS DE LLANTA PARA ALOJAR LOS TORNILLOS;6,5;7;0;01;18;4;29;005;S
800;01;05/08/2011;20;000625;DESPLAZAMIENTO A PLANTA, REVISION MOTORCILLO DE LIMPIARABRISAS, SUSTITUCION, REVISAR LUCES, CAMBIAR FILTRO;11;11;0;01;18;4;29;005;S
800;01;08/08/2011;20;000626;DESPLAZAMIENTO A FABRICA, CAMBIO DE FILTRO Y ACEITE 250 H. Y REVISAR MAQUINA;7;7;0;01;18;4;29;005;S
800;01;10/08/2011;20;000627;DESPLAZAMIENTO A FABRICA, CAMBIO DE FILTRO Y ACEITE 250 H. REVISAR FALLO FRENO VOLANTE
;3,5;3,5;0;01;18;4;29;005;S
800;01;18/08/2011;20;000628;DESPLAZAMIENTO A PLANTA, COMPROBACION DE ACELERADOR Y AMORTIGUADOR DE PALA, SUSTITUCION DE POTENCIOMETRO DE ACELERADOR, Y GRADUAR. ;9;9;0;01;18;4;29;005;S
800;01;22/08/2011;20;000629;DESPLAZAMIENTO A FABRICA, REVISAR FALLO DE ARRANQUE, SUSTITUIR BATERIAS Y FILTRO DE AIRE;5;5;0;01;18;4;29;005;S
101;01;25/08/2011;20;000630;CARGA DE A/A;0;1;0;01;18;4;30;005;S
800;01;05/08/2011;20;000633;DESPLAZAMIENTO A PLANTA PARA SUSTITUIR TORNILLOS CORONA GIRO;71;78;0;01;18;4;32,7;005;S
800;01;26/08/2011;20;000634;DESPLAZAMIENTO A CANTERA , COMPROBACION CABLEADO SENSOR PRESION ACEITE Y REPARAR INSTALACION, CORREGIR PERDIDA DE AGUA;3,5;3,5;0;01;18;4;30;005;S
800;01;30/08/2011;20;000635;COMPROBAR FUGA DE A/A POR CONDESADOR Y CARGAR EL A/A BAJO RESPONSABILIDAD DEL CLIENTE SABIENDO QUE TIENE FUGA;0,5;0,5;0;01;18;4;30;005;S
800;01;22/08/2011;20;000636;DESPLAZAMIENTO A FABRICA, REVISAR FALLO DE TEMP. HIDRAULICO, SANEAR CABLEADO DEL SENSOR, PROBAR Y QUEDANDO EN FUNCIONAMIENTO.;8;8;0;01;18;4;29;005;S
800;01;26/08/2011;20;000637;DESPLAZAMIENTO A CANTERA, CAMBIO DE 1000 HORAS Y CORREGIR PERDIDA DE ACEITE HIDRAULICO Y REFRIGERANTE SUSTITUYENDO LATIGUILLOS EN MAL ESTADO, HACER NIVEL REFRIGERANTE;19;19;0;01;18;4;29;005;S
800;01;30/08/2011;20;000638;DESPLAZAMIENTO A FABRICA, SUSTITUIR AMORTIGUADOR DE VOLANTE Y CORREGIR SALIDERO HIDRAULICO;9;9;0;01;18;4;29;005;S
101;01;22/08/2011;20;000639;MATERIAL PARA INYECTORES;0;0;0;01;18;4;30;005;S
101;02;22/08/2011;20;000639;MATERIAL DE ELEMENTOS BOMBA INYECCION;0;0;0;01;18;4;30;005;S
800;01;22/08/2011;20;000640;DESPLAZAMIENTO A CANTERA, DIAGNISTICAR FALLO DE INYECCION. DESMONTAR PIEZAS MOTOR, INYECTORES Y ELEMENTOS COMPLETOS DE BOMBA INY. DEFECTUOSAS PARA SU SUSTITUCION DE NUEVOS, QUEDANDO LA MAQUINA EN PERFECTO ESTADO.;13;19;0;01;18;4;30;005;S
800;01;10/08/2011;20;000641;DESPLAZAMIENTO A CANTERA, COMPROBAR EMISORA, TENIENDO MICROFONO AVERIADO;1;1;0;01;18;4;30;005;S
800;01;11/08/2011;20;000642;DESPLAZAMIENTO A CANTERA, COMPROBACION DE ELECTROVALVULA PARE, ESTANDO DEFECTUOSA;1,5;1,5;0;01;18;4;30;005;S
800;01;18/08/2011;20;000643;DESPLAZAMIENTO A CANTETRA, COMPROBAR MANDO Y REPARACION DE LEVAS, REGULAR, MONTAR Y PROBAR;2,5;2,5;0;01;18;4;30;005;S
800;01;24/08/2011;20;000644;DESPLAZAMIENTO A CANTERA,CORREGIR  PERDIDA DE ACIETE POR LATIGUILLO BOTELLA VOLTEO DCHA. SUSTITUYENDOLO. SUSTITUIR JUNTA DE TURBO. LIMPIEZA DE DEPOSITO DE FRENO;6;6;0;01;18;4;30;005;S
800;01;30/08/2011;20;000645;DESPLAZAMIENTO A CANTERA, REVISION SALIDERO,  QUITAR CONDESADOR PARA SU REPARACION Y COLOCACION UNA VEZ REPARADO, REPARAR CAJA DE CONDENSADOR POR ROTURA Y TUBOS METALICOS DE HIDRAULICO. CARGA DE A/A Y PROBAR, FUNCIONANDO BIEN.;14;14;0;01;18;4;30;005;S
800;01;30/08/2011;20;000646;DESPLAZAMIENTO A CANTERA, REVISION CIRCUITO DE FRENO, ANULANDO CALIMA ,HACIENDO NIVEL Y SANGRADO DEL CIRCUITO;4;4;0;01;18;4;30;005;S
800;01;18/08/2011;20;000647;DESPLAZAMIENTO A CANTERA,, REVISION DE CIRCUITO DE AIRE, QUITAR PULMON DE FRENO DELANTERO PARA SU REPARACION EN TALLER, COLOCACION, HACER NIVEL Y SANGRADO;5;5;0;01;18;4;30;005;S
101;02;18/08/2011;20;000647;DESMONTAR PULMON, COLOCACION DE JUEGO REPARACION Y MONTAJE;1,5;1,5;0;01;18;4;30;005;S
800;01;17/08/2011;20;000648;DESPLAZAMIENTO A CANTERA, COMPROBACION DE CIRCUITO GASOIL Y FILTROS, SUSTITUCION DE LOS MISMOS;4,5;4,5;0;01;18;4;30;005;S
800;01;19/08/2011;20;000649;DESPLAZAMIENTO A CANTERA, COMPROBACION DE MAQUINA Y CAMBIAR FILTROS DE AIRE, JUNTAS DE TURBO, ESPARRAGOS DE ESCAPE Y JUNTAS;26,5;26,5;0;01;18;4;30;005;S
101;01;02/09/2011;20;000606;DESPIECE DE MOTOR, LIMPIEZA, COLOCACION DE JUEGOS DE REPARACION Y MONTAJE;0;117,5;0;01;18;4;0;005;S
800;01;02/09/2011;20;000650;QUITAR MOTOR PARA SU REPARACION EN TALLER Y COLOCAR UNA VEZ REPARDO.;99;128;0;01;18;4;30;005;S
101;01;02/10/2011;20;000651;REPARACION DE BOMBA DE ACEITE, SOLDADURA ENFRIADO ACEITE MOTOR Y COMPROBACION;12;0;0;01;18;4;30;005;S
101;02;02/10/2011;20;000651;MATERIAL VARIO DE MONTAJE;0;0;0;01;18;4;30;005;S
101;01;02/09/2011;20;000606;DESMONTAR RADIADOR Y MONTAJE UNA VEZ REPARADO;0;0;0;01;18;4;0;010;N
101;01;02/09/2011;20;000606;RESTO 50% PRESUP. 11/000136 Y FACTURADO EN FACTURA 10/001636 DE 06-10-2010;1;0;0;01;18;4;1652;015;N
800;01;26/07/2011;20;000652;DESPLAZAMIENTO A PLANTA, REVISION DE FALLO ACELERACION CON DIAGNOSIS. FALLO INTERNO  DE BOMBA INYECTORA.;1,5;4;0;01;18;4;30;005;S
800;01;28/07/2011;20;000653;DESPLAZAMIENTO A PLANTA, REVISAR FALLO DE ARRANQUE CUANDO SE CALIENTA, ANULAR SOLENOIDE DE PARA QUE SIGA TRABAJANDO, SANGRAR CIRCUITO Y PRUEBA DE MAQUNA;1,5;2,5;0;01;18;4;29;005;S
800;01;03/08/2011;20;000654;DESPLAZAMIENTO A PLANTA PARA COMRPROBAR FALLO EN AIRE AC, QUITAR COMPRESOR Y EVAPORADOR PARA REPARAR EN TALLER, COLOCACION, SUSTITUCION DE FILTRO DE SECADO, VALVULA EXPANSIO, PRESOSTATO Y CARGA DE AIRE AC. COMPROBAR VUELTAS VENTILADOR ESTANDO CORRECTAS.;8;14;0;01;18;4;30;005;S
101;02;03/08/2011;20;000654;COMPROBACION DE ESTANQUIDAD DE VALVULAS Y COMPRESOR, LIMPIEZA Y COMPROBACION DE EVAPORADOR;1,5;1,5;0;01;18;4;30;005;S
800;01;16/08/2011;20;000655;DESPLAZAMIENTO A PLANTA, REVISION DE CONDESADOR POR FUGA, QUITARLO PARA REPARAR EN TALLER, COLOCACION, SUSTITUCION DE TERMOSTATO Y CARGA DE AIRE AC.;8,5;14,5;0;01;18;4;30;005;S
101;02;16/08/2011;20;000655;REPARACION DE CONDESADOR;0;0;0;01;18;4;30;005;S
800;01;12/08/2011;20;000656;DESPLAZAMIENTO A CANTERA, COMPROBACION , TOMAR PRESIONES, SUSTITUIR FILTRO DE GASOIL Y VALVULA DE PRESION, BORRAR  CODIGOS DE AVERIA.;5;8;0;01;18;4;32;005;S
800;01;11/08/2011;20;000657;DESPLAZAMIENTO A PLANTA PARA REALIZAR CAMBIO DE FILTROS Y ACEITES CORRESPONDIENTES A 2000 HORAS;5,5;9;0;01;18;4;30;005;S
800;01;01/08/2011;20;000658;DESPLAZAMIENTO A MAQUINA PARA COMPROBAR PROBLEMA EN AIRE AC. SUSTITUIR TERMOSTATO, LIMPIEZA SUPERFICIAL  DE EVAPORADOR Y PRUEBA;2,5;3,5;0;01;18;4;30;005;S
800;01;12/08/2011;20;000659;DESPLAZAMIENTO A BASE AEREA, REVISION Y SUSTITUCION DE FUSIBLE EN MAL ESTADO Y LAMPARAS DEFECTUOSAS.;1,5;1,5;0;01;18;4;30;005;S
800;01;18/08/2011;20;000660;DESPLAZAMIENTO A PLANTA, DESMONTAR SUBCUCHILLAS Y MONTAJE DE NUEVAS;2;4;0;01;18;4;30;005;S
800;01;19/08/2011;20;000661;DESPLAZAMIENTO A PLANTA PARA COMPROBAR FALLO EN MANDO DE VELOCIDADES, SUSTITUCION DEL MISMO. SANEAR INSTALACION DE ELECTROVALVULAS.;4;4;0;01;18;4;30;005;S
800;01;19/08/2011;20;000662;DESPLAZAMIENTO A NAVE, REVISAR FALLO DE VELOCIDAD, DESMONTAR MANDO, REPARAR EN TALLER Y COLOCACION. ;5;5;0;01;18;4;30;005;S
800;01;22/08/2011;20;000663;DESPLAZAMIENTO A CANTERA, LIMPIEZA DE RADIADOR Y COLOCAR JOSTYCK CORRECTAMENTE;1;1;0;01;18;4;30;005;S
800;01;29/08/2011;20;000664;DESPLAZAMIENTO A PLANTA PARA SUSTITUIR CAJAS DE FUSIBLES, CARGAR AIRE AC. Y SUSTITUIR MOTOR DE ARRANQUE Y ALTERNADOR;10;10;0;01;18;4;30;005;S
800;01;22/08/2011;20;000665;DESPLAZAMIENTO A VIVERO, CAMBIO DE 1000 HORAS Y LOCALIZAR PERDIDA DE GASOIL POR DEPOSITO.;2,5;5;0;01;18;4;30;005;S
800;01;24/08/2011;20;000666;DESPLAZAMIENTO A CANTERA, DIAGNOSTICAR FALLO DE MOTOR;1;7,5;0;01;18;4;270;005;S
800;01;31/08/2011;20;000667;DESPLAZAMIENTO A PLANTA, CAMBIO 2000 HORAS SEGUN OFERTA;1;4;0;01;18;4;281;005;S
800;01;29/08/2011;20;000668;DESPLAZAMIENTO A PLANTA, REVISON FALLO ELECTRICO Y A/A , NO HAY FALLOS EN MEMORIA Y EL A.C. FUNCIONA CORRECTAMENTE, SUSTITUIR FUSIBLE EN CORTO.;3,5;6,5;0;01;18;4;32;005;S
800;01;28/08/2011;20;000669;DESPLAZAMIENTO A PLANTA, COMPROBACION DE BATERIAS Y COLOCACION DE NUEVAS;2;3;0;01;18;4;30;005;S
800;01;01/09/2011;20;000670;DESPLAZAMIENTO A CANTERA, COLOCACION DE CORREAS VENTILADOR;1;1;0;01;18;4;30;005;S
800;01;01/09/2011;20;000671;DESPLAZAMIENTO PARA EL CAMBIO DE 5500 HORAS MPLUS;0;2;0;01;18;4;0;005;S
800;01;01/09/2011;20;000672;REALIZAR CAMBIO DE 5500 HORAS MPLUS;1;1,5;0;01;18;4;343;005;S
101;01;01/09/2011;20;000673;COMPROBACION  DE INTERRUPTOR DE VENTILADOR AIRE ACONDICIONADO, SUSTITUIR MANDO.;1;1;0;01;18;4;30;005;S
800;01;02/09/2011;20;000674;DESPLAZAMIENTO A PLANTA, REVISION DE MAQUINA FALLO DE ARRANQUE, SUSTITUIR FILTRO DE GASOIL, PURGADO DE CIRCUITO Y ARRANQUE. COMPROBAR CARGA DE ALTERNADOR. ;1,5;1,5;0;01;18;4;30;005;S
800;01;02/09/2011;20;000675;DESPLAZAMIENTO A CANTERA, DESMONTAR CILINDRO PARA SU REPARACION Y MONTAJE UNA VEZ REPARADA;4,5;4,5;0;01;18;4;30;005;S
101;02;02/09/2011;20;000675;DESMONTAR CILINDRO , LIMPIEZA, COLOCACION DE EMOPAQUETADURAS Y MONTAJE;2;2;0;01;18;4;30;005;S
800;01;05/09/2011;20;000677;DESPLAZAMIENTO A CENTRO PENITENSARIO, REVISAR FALLO DE ARRANQUE SUSTITUYENDO FUSIBLES. HACER MANTENIMIENTO DE FILTRO Y ACEITE. SUSTITUIR ESPEJO RETROVISOR.;3,5;4;0;01;18;4;30;005;S
101;01;05/09/2011;20;000678;SUSTITUIR CORONA EN TALLER SEGUN PRESUPUESTO;0;51,5;0;01;18;4;0;005;S
101;02;05/09/2011;20;000678;REPARACION DE CHASIS;0;15;0;01;18;4;30;005;S
101;03;05/09/2011;20;000678;DESMONTAR TAPA, COLOCACION DE JUNTA, DESMONTAR BOTELLA DE MAQUINA DESPIECE, COLOCACION DE KIT , MONTAJE Y COLOCACION EN MAQUINA;0;2,5;0;01;18;4;30;005;S
101;04;05/09/2011;20;000678;QUITAR BOTELLA DEL BALANCIN , DESMONTARLA, SUSTITUIR EMPAQUETADURAS Y MONTAJE. COLOCACION EN MAQUINA.;0;6;0;01;18;4;30;005;S
101;05;05/09/2011;20;000678;DESMONTAR PALA, CASQUILLOS , COLOCACION DE NUEVOS Y RETENES, CAMBIO DE INYECTOR POR FUGA DE GASOIL Y CAMBIAR UNA BATERIA;0;9;0;01;18;4;30;005;S
101;01;01/09/2011;20;000680;DESMONTAR CARENAJES, RADIADOR, REPARACION Y LIMPIEZA RADIADOR, COLOCACION DE CORREA NUEVA. MONTAJE DE RADIADOR Y CARENAJE.;7,5;7,5;0;01;18;4;30;005;S
800;01;12/08/2011;20;000681;DESPLAZAMIENTOS A PLANTA  PARA SUSTITUIR TUBERIAS HIDRAULICAS EN MAL ESTADO CORRIGIENDO PERDIDAS.;31,5;47,5;0;01;18;4;32;005;S
800;01;02/09/2011;20;000682;DESPLAZAMIENTO A FINCA , REVISION FALLO VENTILADOR AIRE AC. SUSTITUR FUSIBLES, LIMPIEZA DE EVAPORADOR, CARGA DE AIRE Y CAMBIAR MANDO.;4,5;4,5;0;01;18;4;30;005;S
800;01;01/09/2011;20;000683;DESPLAZAMIENTO A FABRICA, CAMBIO DE FILTROS Y ACEITES 1000 H.;10;10;0;01;18;4;29;005;S
800;01;06/09/2011;20;000684;DESPLAZAMIENTO A FABRICA, SUSTITUIR SENSOR DE TEMPERA TRANSMISION Y TUBO DE CALENTAMIENTO DE AIRE ADMISION. SUSTITUIR CLAXON DE LA Nº 3;8;7;0;01;18;4;29;005;S
800;01;06/09/2011;20;000685;DESPLAZAMIENTO A FABRICA, DESMONYTAR CRISTALES Y COLOCACION DE NUEVOS;24;24;0;01;18;4;29;005;S
800;01;07/09/2011;20;000686;DIAGNOSIS FALLOS;3;9;0;01;18;4;32;005;S
101;01;12/09/2011;20;000687;DESMONTAR CARENAJE, SACAR MOTOR, TRANSMISION, MONAJE EN MAQUINA UNA VEZ REPARADA;60;67,5;0;01;18;4;30;005;S
