NUMTAR;FECORD;NUMORD;DESTAR;CODTER;MARCA
01;27/11/2009;000925;CAMBIO DE JUNTA CARTE CRM 2009/GARING/322;272;N
01;27/11/2009;000926;CAMBIO DE JUNTA CARTE CRM 2009/GARING/322;272;N
01;26/11/2009;000927;REVISION POTENCIOMETRO VELOCIADA;1091;N
01;27/11/2009;000928;REVISION DE FALLO GASOIL;1094;N
01;30/11/2009;000929;CAMBIO DE 1000 HORAS INTERCAMBIAR RUEDAS;343;N
01;30/11/2009;000930;CORREGIR PERDIDA DE AGUA Y AVERIA ELECTRICA;402;N
01;30/11/2009;000931;FALLO EN EL SOLENOIDE DE PARE;343;N
01;30/11/2009;000932;CAMBIO DE 1000 HORAS;343;N
01;30/11/2009;000933;LA MAQUINA METE GASOIL EN EL ACEITE;1001;N
01;01/12/2009;000934;REVISION DE LIMPIAPARABRISAS;343;N
01;01/12/2009;000935;SUSTITUCIÓN DE CISTAL DE LA PUERTA;1159;N
01;01/12/2009;000936;CAMBIO DE 500 HORAS Y REPARAR BARANDILLAS;50;N
01;01/12/2009;000937;CAMBIO DE 500 HORAS;1091;N
01;01/12/2009;000938;REVISION CLAXON Y ESPEJOS;1091;N
01;01/12/2009;000939;REVISION POR GARANTIA PENDIENTE TERMINAR;58;N
01;01/12/2009;000940;CAMBIO DE 2000 HORAS;29;N
01;01/12/2009;000941;COMPROBAR FALLOS CON DIAGNOSIS;1075;N
01;01/12/2009;000942;NO FUNCIONA EL AVISADOR ACUSTICO;4;N
01;27/11/2009;000943;MOTOR SE PARA Y SE VIENE A  ABAJO;29;N
02;30/11/2009;000933;REPARACION EN TALLER;1001;N
01;22/09/2009;000944;SACAR MOTOR DE MAQUINA PARA REPARAR EN TALLER;1091;N
02;22/09/2009;000944;MATERIAL MONTADO AMPLIACION DEL  PRESUPUESTO;1091;N
01;13/10/2009;000945;MATERIAL REPARACION BOMBA INYECTORA FUERA DEL PRESUPUESTO;1091;N
01;02/12/2009;000946;CAMBIO DE 500 HORAS;1129;N
01;02/12/2009;000947;CAMBIO DE 2000 HORAS;1129;N
01;02/12/2009;000948;REVISION DE PILOTAJE;975;N
01;01/12/2009;000949;REPARACION DE MARTILLO;210;N
01;03/12/2009;000950;REVISION DE PERDIDA ACEITE TRANSMISION , HIDRAULICO Y CORREA MOTOR;1129;N
01;03/12/2009;000951;REVISION DE CAMARA TRASERA;837;N
01;03/12/2009;000952;REVISION DE CAMARA;837;N
01;03/12/2009;000953;REVISION DE CAMARA TRASERA;837;N
01;03/12/2009;000954;REVISON CADENA TRANSLACION DE MAQUINA;837;N
01;03/12/2009;000955;REVISION SALIDERO HIDRAULICO;837;N
02;01/12/2009;000936;REPARACION DE BARANDILLAS EN TALLER;50;N
01;04/12/2009;000956;REVISION DE MOTOR ARRANQUE CRM:2009/GARIND/324 ;272;N
01;04/12/2009;000957;COMPROBACION DE GARANTIA;272;N
01;04/12/2009;000958;COMPROBACION BOMBA INYECTORA;1077;N
01;09/12/2009;000959;SUSTITUIR REGULADOR DE AIRE;837;N
01;09/12/2009;000960;FALLO ELECTRICO;150;N
01;09/12/2009;000961;FALLO DE LUCES;150;N
01;04/12/2009;000962;FALLO DE ARRANQUE;4;N
01;09/12/2009;000963;SUSTITUIR TUBO ENGRASE QUITACIMBRES;4;N
01;09/12/2009;000964;REVISION FALLO ELECTRICO;1002;N
02;20/11/2009;000914;REPARACION EN TALLER;50;N
01;09/12/2009;000965;CAMBIO DE 500 HORAS;50;N
01;09/12/2009;000966;FALLO VELOCIDADES MARCHA ADELANTE Y ATRAS;975;N
01;09/12/2009;000967;FALLO SOLENOIDE CAMBIO;1097;N
01;09/12/2009;000968;CAMBIO DE 500 HORAS;50;N
01;09/12/2009;000969;REPARACION DE CADENA;837;N
01;10/12/2009;000971;FALLO ARRANQUE;1097;N
01;10/12/2009;000972;FALLO ELECTRICO;845;N
01;11/12/2009;000973;REVION ELECTRICA;837;N
01;11/12/2009;000975;REPARACION DE TUBO HIDRAULICO;33;N
01;11/12/2009;000976;COMPROBAR PRESIONES PILOTAJE;289;N
01;11/12/2009;000977;ARRANQUE DE MAQUINA;1002;N
01;11/12/2009;000978;COLOCACION DE LATIGUILLOS Y SOPORTE;837;N
01;14/12/2009;000979;CAMBIAR RUEDAS;343;N
01;10/12/2009;000980;REPARACION TUBOS HIDRAULICOS;58;N
01;15/12/2009;000981;FALLO EN REGULADOR DE ENGRASE ;344;N
02;28/09/2009;000748;ENTREGA A ANTONIO REINA DE PRESOSTATO EN NUESTRAS INSTALACIONES;253;N
01;15/12/2009;000982;CORREGIR SALIDEROS ACEITE HDCO. Y REPARAR CILINDROS ELEVACION;345;N
01;15/12/2009;000983;FALLO ELECTRICO EN MANDO DE LA PERFORADORA;289;N
01;15/12/2009;000984;SUSTITUIR BOTE DE EXPANSIÓN;345;N
01;15/12/2009;000985;SUSTITUCIÓN DE TUBOS HIDRAULICOS DEL GOLPE DE ARIETE;837;N
01;16/12/2009;000986;FALLO DE ARRANQUE;50;N
01;16/12/2009;000987;CAMBIO DE EMPAQUETADURA DE LA BOTELLA DE ALTO VOLTEO;29;N
02;01/12/2009;000942;REPARACION BOMBA FRENO EN TALLER;4;N
01;16/12/2009;000988;REPARACION DE VARILLAJE;837;N
01;16/12/2009;000989;CAMBIO DE 2000 HORAS;344;N
01;16/12/2009;000990;REVISION SALIDERO ACEITE FRENO;837;N
01;17/12/2009;000991;SUSTITUCION DE CRISTAL ;1020;N
01;17/12/2009;000992;GRADUAR MANDOS PALA CUCHARON;1116;N
01;17/12/2009;000993;FALLO EN FUSIBLES;1114;N
01;17/12/2009;000994;REVISION DE BALANCIN TRASERO;837;N
01;18/12/2009;000995;REVISION LLAVE ARRANQUE Y CORREGIR SALIDERO;344;N
02;09/12/2009;000966;REPARACION EN TALLER;975;N
01;18/12/2009;000996;CAMBIAR PALA DE MAQUINA;837;N
01;18/12/2009;000997;REPARACION DE CAJA TRANSFERENCIA Y BOMBA EN TALLER;1001;N
01;21/12/2009;000998;SUSTITUCIÓN DE CRISTAL FRONTAL DE LA CABINA;344;N
02;16/12/2009;000990;REPARACION EN TALLER;837;N
01;22/12/2009;000999;MONTAR SOLENOIDE;345;N
01;22/12/2009;001000;REVISION DE CLAXON;345;N
01;23/12/2009;001001;REVISION DE FILTROS;50;N
01;28/12/2009;001002;SUSTITUCION COMPRESOR SU PROPIEDAD Y CARGA DEL CIRCUITO A/A;344;N
01;28/12/2009;001003;PERDIDA ACEITE RETEN POLEA;1091;N
01;28/12/2009;001004;FALLO DE ARRANQUE GASOIL;343;N
01;28/12/2009;001005;SENSOR TRANSMISION;952;N
01;29/12/2009;001006;REVISION DE FRENO MANO;344;N
01;29/12/2009;001007;CAMBIO DE 1000 HORAS;343;N
01;29/12/2009;001008;CAMBIO DE 250 HORAS;343;N
01;29/12/2009;001009;CAMBIO DE 250 HORAS;343;N
01;29/12/2009;001010;CAMBIO DE 250 HORAS;343;N
01;29/12/2009;001011;CAMBIO DE 2000 HORAS;343;N
01;30/12/2009;001012;REVISION DE GENERADOR;974;N
01;30/12/2009;001013;REVISION DE TRANSMISION;989;N
01;21/12/2009;001014;REVION DE BOMBA INYECTORA;999;N
02;21/12/2009;001014;REPARACION EN TALLER;999;N
01;18/12/2009;001016;SUSTITUCION DE CUADRO DE CONTROL - RELOJES;402;N
01;29/12/2009;001017;CAMBIO DE 500 HORAS, REVISION DE CIERRE , POTENCIOMETRO Y SELECTOR VELOCIDADES;343;N
01;30/12/2009;001018;CAMBIO DE 250 HORAS;50;N
01;30/12/2009;001019;CORREGIR SALIDEROS ACEITE MOTOR;1072;N
03;04/11/2009;000872;MATERIAL FUERA DE PRESUPUESTO;289;N
01;01/01/2010;000001;TALLER MANTENIMIENTO GENERAL;99999;N
01;04/01/2010;000002;REPARCION DE RADIADOR E ENFRIADOR HIDRAULICO;50;N
02;04/01/2010;000002;REPARACION EN TALLER;50;N
02;30/12/2009;001013;REPARACION EN TALLER;989;N
03;15/10/2009;000808;MATERIAL NO COLOCADO DEL PRESUPUESTO;72;N
01;23/12/2009;001020;SUSTITUIR  VALVULA DE BAJA DE VOLTEO;1020;N
01;08/01/2010;000003;REPARACIÓN DE LUCES DEL CUADRO E INSTALACIÓN DE CRISTALES;344;N
01;08/01/2010;000005;CAMBIO DE 250 HORAS;343;N
01;08/01/2010;000006;CAMBIO DE 250 HORAS;343;N
01;11/01/2010;000007;COMPROBACIÓN DE COMPRESION DE INYECTORES DEL MOTOR;1114;N
02;01/01/2010;000001;HORAS SIN IMPUTACION;99999;N
03;01/01/2010;000001;DIAS TOMADOS;99999;N
04;01/01/2010;000001;MANTENIMIENTO DE VEHICULOS;99999;N
01;11/01/2010;000008;REPARACIÓN DE BRAZO DE VOLTEO DE PALA;343;N
01;12/01/2010;000009;FALLO DE ARRANQUE;975;N
01;12/01/2010;000010;CAMBIO DE 250 HORAS;931;N
01;11/01/2010;000011;REPARACION DE CAMBIO VELOCIDADES;50;N
01;13/01/2010;000012;CAMBIO DE CORREAS;1137;N
01;13/01/2010;000013;REPARACION DE CAJA DE CAMBIOS;402;N
01;13/01/2010;000014;SALIDERO ACEITE RETEN TRANSMISION;932;N
01;13/01/2010;000015;FRENOS DELANTEROS , REPARACION DE PALA;845;N
01;13/01/2010;000016;COMPROBAR PRECION MOTOR;931;N
01;14/01/2010;000017;CAMBIO DE RETEN POLEA Y JUNTA TAPA BALANCINES;344;N
01;14/01/2010;000018;REPARACION DE PRESUPUESTO GOLPE EN MAQUINA;343;N
01;14/01/2010;000019;REVISION DE SOLENOIDES CAJA HIDRAULICO;1001;N
01;15/01/2010;000020;REVISON DE VELOCIDADES;932;N
01;15/01/2010;000021;REPARACION DE COLECTOR ESCAPE;1009;N
01;15/01/2010;000022;CAMBIO DE 250 HORAS;342;N
01;15/01/2010;000023;REVISION FALLO DE VELOCIDADES;989;N
01;15/01/2010;000024;TORNILLOS PARTIDOS TAMBOR FRENO Y SUSTITUIR BOMBA AGUA;343;N
01;15/01/2010;000025;REVISION DE BULDOCER POR CALENTAMIENTO;1152;N
01;19/01/2010;000026;REVISIÓN DE LUCES ;343;N
02;15/01/2010;000021;REPARACION EN TALLER;1009;N
01;19/01/2010;000027;SUSTITUCIÓN DE CORREAS DEL ALTERNADOR;1152;N
01;19/01/2010;000028;REPARACION DE MOTOR;1076;N
01;20/01/2010;000029;SUSTITUCIÓN TUBO HIDRÚLICO BOMBA HIDRAULICA;837;N
01;21/01/2010;000030;COMPROBACIÓN  DE BOMBA HIDRAULICA;960;N
01;21/01/2010;000031;MANTENIMIENTO PREVENTIVO M+ 1000 HORAS;5;N
01;21/01/2010;000032;DESPLAZAMIENTO MANTENIMIENTO PREVENTIVO M+ 3000 HORAS;1131;N
01;21/01/2010;000033;LA MAQUINA NO GIRA;837;N
01;22/01/2010;000034;REVISION DE MAQUINAS;50;N
01;21/01/2010;000035;REVISION DE RETEN TRANSMISION Y MANGUITO;344;N
01;22/01/2010;000036;REPARACION DE FRENOS;343;N
01;25/01/2010;000037;SUSTITUCIÓN DE ESCOBILLAS Y ESPEJOS;343;N
01;22/01/2010;000038;REVISION DE BOMBA DIRECCION;999;N
02;22/01/2010;000038;REPARACION EN TALLER;999;N
01;25/01/2010;000039;LA MAQUINA NO FUNCIONA LOS MANDOS, CODIGO DE ERROR;1131;N
01;21/01/2010;000040;FALLO INTERRUPTORES FRENO MANO;343;N
01;25/01/2010;000041;REVISION FALLO DE ARRANQUE;932;N
01;22/01/2010;000042;FALLO SENSOR TEMPERATURA HIDROESTATICA;343;N
01;26/01/2010;000043;CAMBIO DE MONITOR PC;1116;N
01;26/01/2010;000044;CAMBIO DE JUNTA CARTE CRM: 2010/GARIND/12 ;272;N
01;26/01/2010;000045;CORREGIR PERDIDAS DE AIRE;1097;N
01;26/01/2010;000046;REVISION VALVULAS PILOTAJE;1097;N
01;27/01/2010;000047;CAMBIO DE 250 HORAS;50;N
01;27/01/2010;000048;REVISION DE TURBO Y MANDO PALA;344;N
01;28/01/2010;000049;REVISION DE DUMPER INYECCION;1115;N
01;28/01/2010;000050;CAMBIO DE 500 HORAS;343;N
01;28/01/2010;000051;CAMBIO DE 1500 HORAS;1166;N
01;29/01/2010;000052;CAMBIO DE JUNTA CARTE CR;2010/GARING/14;272;N
01;31/01/2010;000053;CAMBIO DE 500 HORAS;1091;N
01;31/01/2010;000054;CAMBIO DE 500 HORAS;1097;N
01;01/02/2010;000055;SALIDERO DE ACEITE DE TRANSMISION;50;N
01;01/02/2010;000057;COLOCACIÓN DE TAPONES EN EL CIRCUITO HIDRAULICO;837;N
01;01/02/2010;000058;CAMBIO DE 2000 HORAS;50;N
01;28/01/2010;000059;REVISION DE MAQUINA FUGA DE ACEITE;1114;N
01;28/01/2010;000060;COMPROBACION Y PRUEBAS BOMBA HIDRAULICA;1115;N
01;01/02/2010;000061;DESMONTAR MARTILLO PARA REPARACION;837;N
01;02/02/2010;000062;CORREGIR PERDIDAS DE ACEITES, LATIGUILLOS, FRENOS Y CORRECCION DE ASIENTO CONDUCTOR;1091;N
01;02/02/2010;000063;CAMBIO DE 500 HORAS;1002;N
01;02/02/2010;000064;CAMBIO DE 250 HORAS;33;N
01;03/02/2010;000065;FALLO COMPUTADOR;343;N
01;03/02/2010;000066;REPARACION DE MOTOR;1167;N
01;04/02/2010;000067;FALLO DE FRENOS;837;N
01;02/02/2010;000068;REVISION DE MAQUINA;1001;N
01;04/02/2010;000069;CAMBIO DE MOTOR ARRANQUE CRM: 2010/GARIND/ 17 ;272;N
02;01/02/2010;000061;REPARACION EN TALLER;837;N
01;05/02/2010;000070;REVISION DE BOMBA IMPLEMENTO DIRECCION;402;N
01;05/02/2010;000071;COMPROBAR GENERADOR;4;N
01;08/02/2010;000072;REVISION DE LUCES Y PERDIDAS ACEITE Y AGUA;1091;N
01;08/02/2010;000073;REVISION SOLENOIDE HIDRAULICO;1001;N
01;08/02/2010;000074;CAMBIO DE 250 HORAS;342;N
01;09/02/2010;000075;RODAMIENTO ROTO EN UNA CARRETILLA;0;N
02;05/02/2010;000070;REPARACION EN TALLER;402;N
01;09/02/2010;000076;SUSTITUCION DE BOMBA HIDRAULICA;1003;N
01;10/02/2010;000077;REVISION DE LUCES Y REVISION DE FILTROS Y NIVELES;50;N
02;28/01/2010;000060;REPARACION DE BOMBA HIDRAULICA;1115;N
01;11/01/2010;000078;CHECK OF FUEL INJECTION REGULATOR FOR SURGES IN FREQUENCY;1169;N
01;10/02/2010;000079;FALLO DE ARRANQUE , BATERIA;343;N
01;10/02/2010;000080;INSTALACIÓN ELECTRICA GENERADOR;1091;N
02;15/12/2009;000982;REPARACION EN TALLER;345;N
01;01/02/2010;000056;REPARACION DE CADENA;837;N
01;21/10/2009;001021;REPARACION DE MOTOR SEGUN PRESUPUESTO;1091;N
01;11/02/2010;000082;REVISION FUGA COLECTOR ESCAPE;837;N
01;11/02/2010;000083;CAMBIO DE 250 HORAS;343;N
01;11/02/2010;000084;CAMBIO DE 250 HORAS;343;N
01;11/02/2010;000085;CAMBIO DE 2000 HORAS;343;N
01;11/02/2010;000086;SUSTITUCION DE BOMBA INYECTORA;1051;N
01;12/02/2010;000087;FALLO ELECTRICO, LA MAQUINA NO SE MUEVE;344;N
01;12/02/2010;000088;CORREGUIR SALIDERO MANDO PALA;344;N
01;12/02/2010;000089;REPARACION PISTON FRENO CARRO ;394;N
01;16/02/2010;000090;REVISION FALLO SENSOR VOLTEO;1167;N
01;16/02/2010;000091;REPARACION DE CABLES BATERIA;837;N
01;12/02/2010;000092;REPARACION DE BOMBA HIDRAULICA;99999;N
01;15/02/2010;000093;CAMBIO DE 1000 HORAS;1091;N
01;17/02/2010;000094;CAMBIO DE 250 HORAS;50;N
01;17/02/2010;000095;REVISION DE CARDAN POR CRUCETA;4;N
01;15/02/2010;000096;REVION POR SALIDERO ACEITE Y MANILLA PUERTA;343;N
01;18/02/2010;000097;CAMBIO DE 1000 HORAS;50;N
01;18/02/2010;000098;FALLO EN CENTRAL DE ENGRASE;344;N
01;17/02/2010;000099;FALLO MICRO MANDO RETARDE Y SENSOR VOLQUETE;1167;N
01;17/02/2010;000100;CORREGIR FUGA ACEITE MOTOR;1167;N
01;18/02/2010;000101;REVISION DE SALIDERO ACEITE FILTRO MOTOR;932;N
01;17/02/2010;000102;REVISION FALLO GASOIL;1167;N
01;18/02/2010;000103;REVISION DE CARRETILA FALLO GASOIL;976;N
01;18/02/2010;000104;CAMBIO DE 2000 HORAS;931;N
02;03/02/2010;000066;REPARACION EN TALLER;1167;N
01;26/11/2009;001022;SACAR MOTOR DE MAQUINA PARA REPARAR EN TALLER;1097;N
02;26/11/2009;001022;MATERIAL FUERA DEL PRESUPUESTO;1097;N
02;17/02/2010;000095;REPARACION EN TALLER;4;N
01;19/02/2010;000105;REVISION DE FRENOS;402;N
01;19/02/2010;000106;REVISION SENSOR PRESION ACEITE MOTOR;931;N
01;22/02/2010;000107;SUSTITUCION DE ACUMULADOR DE FRENOS;952;N
01;21/02/2010;000108;REVISION DE SENSOR PRESION FRENOS;952;N
01;22/02/2010;000109;REVISION DE LUCES ITV;343;N
02;11/02/2010;000086;MATERIAL ENTREGADO EN TALLER;1051;N
01;22/02/2010;000110;CAMBIO DE 205 HORAS;343;N
01;22/02/2010;000111;CAMBIO DE 250 HORAS;343;N
01;22/02/2010;000112;REPARACION DE TRANSMISION;50;N
01;23/02/2010;000113;MONTAJE AVISADOR MARCHA ATRAS;344;N
01;16/02/2010;000114;REVISION DE CALENTADORES;837;N
01;23/02/2010;000115;CORREGIR PERDIDA DE ACEITE POR LATIGUILLO;1129;N
02;18/12/2009;000997;COMPROBAR PRESIONES Y REPARAR VALVULAS REGULADORAS;1001;N
01;24/02/2010;000116;CAMBIO DE 1000 HORAS;932;N
01;24/02/2010;000117;CAMBIO DE 1000 HORAS;932;N
01;24/02/2010;000118;CAMBIO DE 2000 HORAS;932;N
01;24/02/2010;000119;CAMBIO DE 1000 HORAS;932;N
01;25/02/2010;000120;CAMBIO DE 500 HORAS;343;N
01;25/02/2010;000121;RVISION RELOJ TEMPERATURA;837;N
01;25/02/2010;000122;SUSTITUCION DE LATIGUILLO DE DRENAJE DEL DISTRIBUIDOR;343;N
01;27/02/2010;000123;REVISION DE BOMBA AGUA;1170;N
01;23/02/2010;000124;REPARAR LATIGUILLOS DE ENGRASE Y ESCALERILLA, REVISAR NIVELES Y FILTROS;50;N
01;03/03/2010;000125;NO FUNCIONA EL VOLTEO DE LA PALA;344;N
01;03/03/2010;000126;NO FUNCIONA EL CUADRO DE LA MAQUINA ;1091;N
01;03/03/2010;000127;REVISION SENSOR FRENO;1091;N
01;03/03/2010;000128;REVISION DE MEMBRANA FRENO;837;N
01;03/03/2010;000129;BOMBA DE ENGRASE CONSTRUCCION LATIGUILLOS;50;N
01;02/03/2010;000130;REVISION FALLO PRESION GASOIL;1017;N
01;04/03/2010;000131;REVISION DE ACEITE MOTOR;931;N
01;03/03/2010;000132;REVISION DE SENSOR TEMPERATURA TRANSMISION;1001;N
01;03/03/2010;000133;REVISION FALLO INYECCION;1001;N
01;03/03/2010;000134;REVISION DE CAUDAL MARTILLO;1001;N
01;04/03/2010;000135;FALLO EN CONVERTIDOR;344;N
01;04/03/2010;000136;SALIDERO DE AIRE Y ACEITE DE FRENO;983;N
01;04/03/2010;000137;REVISION DE CALIBRACION;1167;N
01;04/03/2010;000138;REVISION CONTROL REMOTO NO FUNCIONA;1167;N
01;04/03/2010;000139;REVISION DE MOTOR SE PARA;1167;N
01;05/03/2010;000140;MAQUINA NO ARRANCA;1002;N
01;04/03/2010;000141;COLOCACION DE ESCAPE;1115;N
01;05/03/2010;000142;REPARACION DE MARTILLO;126;N
01;05/03/2010;000143;CAMBIO DE 2000 HORAS;345;N
02;04/03/2010;000136;REPARACION EN TALLER;983;N
01;05/03/2010;000144;REVISION DE INTERRUPTOR LUCES;345;N
01;08/03/2010;000145;REPARACION DE ACUMULADOR;1001;N
01;08/03/2010;000146;REVISION FALLO ARRANQUE;344;N
01;09/03/2010;000147;REPARACION DE MANDO DE VELOCIDADES;126;N
01;09/03/2010;000148;SUSTITUCION DE INYECTORES SEGUN PRESUPUESTO 11/000023;1114;N
01;09/03/2010;000149;REPARACION DE TUBO PASO AGUA;837;N
03;28/01/2010;000060;REPARAR ROTOR GIRO DE MAQUINA;1115;N
01;10/03/2010;000150;SUSTITUCION DE SERNSOR DE PRESION DE ACEITE;1091;N
01;10/03/2010;000151;CAMBIO DE 500 HORAS Y CAMBIAR CANTONERAS Y DAR VUELTA CUCHILLAS;50;N
01;10/03/2010;000152;REVISION DE MAQUINA LUCES;343;N
01;10/03/2010;000153;REVISION DE LUCES Y PLACA MATRICULA;343;N
01;11/03/2010;000154;REVISION FALLO TRANSMISION;1114;N
01;12/03/2010;000155;FALLO EN PILOTOS TRASEROS;29;N
01;11/03/2010;000156;REPARACION ELECTRICA Y SUSTITUIR BATERIAS;50;N
01;12/03/2010;000157;CORREGIR PERDIDAS DE AC. HIDRAULICO;344;N
01;12/03/2010;000158;PERDIDA DE FUERZA EN LA MAQUINA;289;N
01;15/03/2010;000159;REPARACION DE ACUMULADOR;1052;N
02;09/03/2010;000148;FUERA DE PRESUPUESTO;1114;N
01;15/03/2010;000160;CAMBIO DE 500 HORAS;1091;N
01;15/03/2010;000161;PROBLEMAS EN VALVULA DE AIRE Y EN SENSORES DE NIVEL DE AGUA Y CONVERTIDOR;1097;N
01;15/03/2010;000162;CAMBIO DE 250 HORAS Y REVISION MANDO PALA;50;N
01;15/03/2010;000163;CAMBIO DE 250 HORAS;343;N
01;15/03/2010;000164;CAMBIO DE 250 HORAS;343;N
01;16/03/2010;000165;REVISION DE RELEX Y I-ECU;989;N
01;16/03/2010;000167;REVISION COGIDA BOMBA INYECCION;1097;N
01;17/03/2010;000168;REPARACION PORTALON TRASERO;932;N
01;25/01/2010;000169;REPARACION DE MOTOR;837;N
02;25/01/2010;000169;REPARACION DE MOTOR;837;N
02;22/01/2010;000036;REPARACION EN TALLER;343;N
02;13/01/2010;000013;REPARACION EN TALLER;402;N
01;16/03/2010;000170;REVISION FALLO ARRANQUE;343;N
01;16/03/2010;000171;REVISION PEDALES FRENO;837;N
01;17/03/2010;000172;FALLO COMPUTADOR REDUCIDAD;1075;N
02;12/03/2010;000158;REPARACION EN TALLER;289;N
02;16/12/2009;000988;REPARACION EN TALLER;837;N
01;16/03/2010;000173;REVISION SALIDERO HIDRAULICO;932;N
01;17/03/2010;000175;REVISION DE BATERIAS Y A/A;1002;N
02;10/03/2010;000152;REPARACION EN TALLER;343;N
02;12/02/2010;000089;MONTAR FRENOS EN MAQUINA;394;N
02;03/03/2010;000129;REPARACION EN TALLER;50;N
02;23/02/2010;000124;REPARACION EN TALLER;50;N
01;17/03/2010;000176;REVISION DE FRENOS;4;N
01;17/03/2010;000177;REVISION DE CAMION;1091;N
01;17/03/2010;000178;REVISION FALLO DE ARRANQUE;837;N
01;17/03/2010;000174;REVISION SALIDERO ACEITE POR RUEDA;1166;N
01;17/03/2010;000179;REVISION DE HIDROLAVADORA;50;N
01;18/03/2010;000180;REVISION DE SALIDEROS HIDRAULICOS;344;N
01;18/03/2010;000181;REVISION DE COMPACTADOR;819;N
01;19/03/2010;000182;CAMBIO DE 500 HORAS;345;N
02;01/02/2010;000056;REPARACION DE CADENA EN TALLER;837;N
01;19/03/2010;000183;SALIDERO RETEN CIGUENAL TRASERO;957;N
01;18/03/2010;000184;REVISION PEDAL FRENO;126;N
01;19/03/2010;000185;REVISION CARRETILLA;932;N
01;22/03/2010;000186;REVISION RETEN BOMBA;845;N
01;21/03/2010;000187;REVISION DE AIRE ACONDICIONADO;1097;N
01;21/03/2010;000188;REPARACION AIRE ACONDICIONADO;1097;N
01;22/03/2010;000189;REVISION DE AIRE ACONDICIONADO;1097;N
01;22/03/2010;000190;REPARACION BULON BOTELLA VOLTEO;343;N
01;22/03/2010;000191;CAMBIO 250 HORAS;1002;N
01;23/03/2010;000192;REPARACION DE BOTELLAS DE ELEVACION;4;N
01;23/03/2010;000193;CORREGIR PERDIDA DE ACEITE;50;N
01;23/03/2010;000194;SUSTITUCION DE COMPRESOR;837;N
01;23/03/2010;000195;REVISION DE MOTOR;343;N
01;23/03/2010;000196;MAQUINA NO ARRANCA;345;N
01;19/03/2010;000197;REPARACION DE BOMBA HIDROSTATICA;289;N
02;22/03/2010;000190;REPARACION EN TALLER;343;N
02;19/03/2010;000183;REPARACION EN TALLER;957;N
01;25/03/2010;000198;REVISION VALVULA LIMITADORA;1097;N
01;25/03/2010;000199;REVISION FALLO ARRANQUE;1097;N
01;26/03/2010;000200;REVISION  Y COMPROBACION DE CULATAS;1091;N
01;29/03/2010;000201;CAMBIO DE 250 HORAS;50;N
01;26/03/2010;000202;REPARACION DE LATIGUILLO;837;N
01;29/03/2010;000203;FALLO SOLENOIDE CAMBIO VELOCIDADES;1075;N
01;29/03/2010;000204;CAMBIO DE 500 HORAS Y CAMBIAR CANTONERA;50;N
01;29/03/2010;000205;COMPROBACION DE PRESIONES HIDRAULICAS;812;N
01;29/03/2010;000206;REPARACION DE MOTOR;837;N
01;29/03/2010;000207;REVISAR PRESIONES Y SUSTITUCION DE VALVULA ANTIRRETORNO;837;N
01;29/03/2010;000208;REVISION DE MANDO PALA VELOCIDADES SALEN;837;N
01;29/03/2010;000209;CAMBIO DE 1000 HORAS;1165;N
01;30/03/2010;000210;CAMBIO DE 250 HORAS;932;N
01;30/03/2010;000211;CAMBIO DE 250 HORAS;932;N
01;26/03/2010;000212;REVISION DE ALTERNADOR;1097;N
01;24/03/2010;000213;CAMBIAR I-ECU;1075;N
01;29/03/2010;000214;REPARACION BOMBA AGUA;50;N
01;16/03/2010;000215;REVISION DE FALLO DE MODULO;989;N
04;28/01/2010;000060;REPARACION DE VALVULA COMPENSADORAS;1115;N
01;31/03/2010;000217;REVISION MOTOR POR FALLO DE ARRANQUE;1165;N
02;23/03/2010;000194;COMPROBACION DE COMPRESOR;837;N
01;26/03/2010;000218;REVISION SENSOR MULTIPLE ADMISION;1091;N
01;31/03/2010;000219;REPARACION DE CORREAS MOTOR;957;N
01;05/04/2010;000220;REVISION JUNTA CARTE 2010/GARIND/54  PEDIDO 2010/GARIND/48;272;N
01;05/04/2010;000221;REVISION FALLO MODULO CODIGO AVERIA 2010/GARIND/55  PEDIDO  2010/GARIND/49;272;N
01;26/03/2010;000222;REVISION FALLO DE ARRANQUE;1097;N
01;06/04/2010;000223;REVISION AIRE ACONDICIONADO;1165;N
01;06/04/2010;000224;MOTOR CON TEMPERATURA;72;N
01;23/03/2010;000225;VENTA KOMATSU SK714-5;1172;N
01;05/04/2010;000226;CAMBIAR REDUCTOR TRASERO A DELANTERO  Y REVISION CAJA VALVULA;990;N
01;06/04/2010;000228;FALLO CENTRAL DE ENGRASE;932;N
01;06/04/2010;000229;PERDIDA DE ACEITE POR EL RETEN DELANTERO DEL CIGUEÑAL;932;N
01;06/04/2010;000230;REVISION DE FUGA AGUA;343;N
01;07/04/2010;000231;REVISION CIRCUITO DIRECCION;314;N
01;07/04/2010;000232;REVISION DE AIRE ACONDICIONADO;1091;N
01;07/04/2010;000233;REVISION DE FALLO LUZ MOTOR;1095;N
01;07/03/2010;000234;QUITAR CORONA CIGUENAL;1114;N
01;08/04/2010;000235;REVISION FUGA ESCAPE Y SALIDERO ACEITE;837;N
01;08/04/2010;000236;CAMBIO DE 2000 HORAS;345;N
01;08/04/2010;000237;CAMBIO DE 1000 H. Y REVISION DE NIVELES ;50;N
01;08/04/2010;000238;REVISION DE MOTOR POR FALTA POTENCIA;48;N
