DOCFEC;DOCSER;DOCNUM;CODTER;DTOCAB;FORPAG;BASEBAS;IMPTBAS;RECBAS;FECORD;NUMORD;CODMAQ;FECENT;OBSERV;MARCAD;PORTES;PORFIN;RFDPP;ALBSER;ALBNUM;DESHOR;PREHOR;NUMKM;PREKM;DIETENT
08/05/2012;31;000139;1334;0;491;299,58;53,92;0;;;L 90E (22871);;PLAZO DE ENTREGA DEL MATERIAL 5 A 6 DIAS LABORABLES ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS, ENVIAR SELLADO Y FIRMADO ACEPTACION DEL MISMO;;0;0;0;;;0;0;0;0;0
08/05/2012;31;000140;1335;0;491;843,75;151,88;0;;;L 90E(21085);;PLAZO DE ENTREGA DEL MATERIAL 5 A 6 DIAS LABORABLES ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS, ENVIAR SELLADO Y FIRMADO ACEPTACION DEL MISMO;;0;0;0;;;0;0;0;0;0
08/05/2012;31;000141;402;0;45;1557,39;280,33;0;;;CAT 953 C;;PLAZO DE ENTREGA DEL MATERIAL 3 A 4 DIAS LABORABLES ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS, ENVIAR SELLADO Y FIRMADO ACEPTACION DEL MISMO;;0;0;0;;;0;0;0;0;0
08/05/2012;31;000142;402;0;45;2780,79;500,54;0;;;CAT 953 C;;PLAZO DE ENTREGA DEL MATERIAL 1 A 2 DIAS LABORABLES ACEPTACION DEL PRESUPUESTO AL ESTAR MATERIAL EN FABRICA. VALIDEZ DEL PRESUPUESTO 15 DIAS, ENVIAR SELLADO Y FIRMADO ACEPTACION DEL MISMO;;0;0;0;;;0;0;0;0;0
08/05/2012;34;000095;1269;0;34;484,36;87,18;0;;;PC210NLC-8K  K50961;;;;0;0;0;;;0;0;0;0;0
09/05/2012;34;000096;0;0;3;1168,51;210,33;0;;;WB91R-2 SERIE F24401;;C.RURAL 3187-0806-96-2352751826  ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR LA REPARACION  Y A LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS. MANDAR COPIA DE TRANFERENCIA POR CORREO ELECTRONICO (taller@talleresdafer.com) O POR FAX (954852741) ;;0;0;0;;;2;246;0;0;32
10/05/2012;34;000097;0;0;3;736,28;132,53;0;;;;;VALIDEZ PRESP. 15 DIAS
PLAZO ENTREGA 3/4 DIAS
EQUIPO MOTOR= PISTON+SEGMENTOS+ ANILLAS+BULON+CAMISA+JUNTA CAMISA.
MATERIAL IPD;;0;0;0;;;0;0;0;0;0
09/05/2012;31;000143;1335;0;491;1733,25;311,99;0;;;L 90F (25564);;PLAZO DE ENTREGA DEL MATERIAL 1 A 2 DIAS LABORABLES. ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR EL PEDIDO Y A LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS. ;;0;0;0;;;0;0;0;0;0
11/05/2012;31;000144;1397;0;3;217;39,06;0;21/05/2012;000343;WA 470 5 H;; ;;0;0;0;30;000488;1;105;0;0;16
10/05/2012;31;000145;1099;0;52;523,53;94,24;0;;;QSM11 Nº 35160736;;;;0;0;0;;;0;0;0;0;0
14/05/2012;31;000146;1392;0;3;191;34,38;0;15/05/2012;000328;HD 770 7A.;;C.RURAL 3187-0806-96-2352751826  ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR LA REPARACION  Y A LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS. MANDAR COPIA DE TRANFERENCIA POR CORREO ELECTRONICO (taller@talleresdafer.com) O POR FAX (954852741) ;;0;0;0;30;000296;1;79;0;0;0
14/05/2012;34;000098;0;0;3;177,85;32,01;0;;;;;WB93R-2
VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA 1 DIA
TRANSFERENCIA BANCARIA;;0;0;0;;;0;0;0;0;0
15/05/2012;34;000099;1341;0;41;98,5;17,73;0;;;WA 480-5;;VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA STOCK;;0;0;0;;;0;0;0;0;0
15/05/2012;34;000100;0;0;3;487,66;87,78;0;;;;;PC14R-2 (F00860)
PLAZO ENTREGA 7/10 DIAS;;0;0;0;;;0;0;0;0;0
15/05/2012;34;000101;0;0;3;1093,2;196,78;0;;;;;CAT303
VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA 1/2 DIAS;;0;0;0;;;0;0;0;0;0
15/05/2012;34;000102;1385;0;41;1548,2;278,68;0;;;;;KUBOTA U35.3
VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA  3/4 DIAS;;0;0;0;;;0;0;0;0;0
15/05/2012;31;000147;1167;0;45;189,97;34,19;0;;;CAT 980 G II Nº 143;;MATERIAL PLAZO DE ENTREGA 4 A 5 DIAS LABORABLES. ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR LA REPARACION  Y A LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS.;;0;0;0;;;0;0;0;0;0
15/05/2012;31;000148;1167;0;45;255,98;46,08;0;;;CAT 980 G II Nº 143;;PLAZO DE ENTREGA DEL MATERIAL 1 A 2 DIAS. ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR LA REPARACION  Y A LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS.;;0;0;0;;;0;0;0;0;0
15/05/2012;31;000149;931;0;30;198,54;35,74;0;;;IT 28 GL;;PLAZO DE ENTREGA DEL MATERIAL 3 A 4 DIAS LABORABLES. ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR LA REPARACION  Y A LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS.;;0;0;0;;;0;0;0;0;0
15/05/2012;31;000150;1269;0;34;1085,6;195,41;0;;;PC210NLC-8K  K51567;;PRESUPUESTO DE INSTALACIÓN DE VIVALVA - ES NECESARIO FIRMAR, DNI Y SELLAR PARA LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS;;0;0;0;;;1;180;0;0;16
16/05/2012;34;000103;1395;0;491;1562,8;281,3;0;21/05/2012;000344;938GII;;PLAZO DE ENTREGA DEL MATERIAL 3 A 4 DIAS. ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR LA REPARACION  Y A LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS.;;0;0;0;30;000331;1;159;0;0;16
16/05/2012;34;000104;0;0;3;2208,3;397,49;0;;;;;VALIDEZ PRESP. 15 DIAS
PLAZO ENTREGA 7/8 DIAS 
PAGO DEL 50% A LA CONFIRMACION DEL PEDIDO, 50% RESTANTE A LA RETIRADA DEL MATERIAL;;0;0;0;;;0;0;0;0;0
17/05/2012;31;000151;1;0;11;2138,88;385;0;;;VARIOS;;MATERIAL ORIGINAL CAT SE ENCUENTRA EN EUROPA, PLAZO DE ENTREGA DEL MATERIAL 6 A 8 DIAS;;0;0;0;;;0;0;0;0;0
17/05/2012;31;000152;1;0;11;0;0;0;;;;;;;0;0;0;;;0;0;0;0;0
18/05/2012;31;000153;1224;0;30;3725,46;670,58;0;;;D155AX-6;;ESTE PRESUPUESTO ES APROXIMADO.  ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR LA REPARACION  Y A LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS.;;0;0;0;;;1;169;3;264;96
18/05/2012;34;000105;1099;0;52;194,8;35,06;0;;;JCB 526S;;VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA 1 DIA;;0;0;0;;;0;0;0;0;0
21/05/2012;31;000154;932;0;45;1479,4;266,29;0;;;L 70 E;;ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR EL PEDIDO Y A LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS. ;;0;0;0;;;1;85;0;0;16
21/05/2012;31;000155;0;0;3;18000;3240;0;;;950E;;;;0;0;0;;;0;0;0;0;0
21/05/2012;31;000156;932;0;45;747,6;134,57;0;;;L 70 E;;ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS.;;0;0;0;;;1;85;0;0;16
21/05/2012;34;000106;1269;0;34;776,91;139,84;0;;;PC210NLC-8K  K50961;;VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA7/8 DIAS ;;0;0;0;;;0;0;0;0;0
22/05/2012;34;000107;1341;0;41;142,17;25,59;0;;;WA480-5;;VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA 1/2 DIAS;;0;0;0;;;0;0;0;0;0
22/05/2012;31;000157;1397;0;3;4960,9;892,96;0;25/09/2012;000699;WA 470-5 H;;C.RURAL 3187-0806-96-2352751826  ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR LA REPARACION  Y A LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS. MANDAR COPIA DE TRANFERENCIA POR CORREO ELECTRONICO (taller@talleresdafer.com) O POR FAX (954852741) ;;0;0;0;;;0;0;0;0;0
22/05/2012;34;000108;1384;0;3;520,6;93,71;0;;;;;VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA 3/4 DIAS, MATERIAL ORIGINAL
TRANSFERENCIA 50% AL PEDIDO/ RESTO A LA RETIRADA MATERIAL.
MATERIAL PROCEDENTE DE FABRICA NO ADMITE DEVOLUCION;;0;0;0;;;0;0;0;0;0
22/05/2012;31;000158;4;0;13;473,26;85,19;0;;;950 E;;ESTE PRESUPUESTO ES APROXIMADO, NO ESTA INCLUIDO SI AL DESMONTAR LA PARTE AGUILON EN LA MAQUINA HUBIESE DESGASTES, YA QUE NO ESTA INCLUIDO EL RELLENAR Y TORNEAR. NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS.;;0;0;0;;;0;0;0;0;0
22/05/2012;34;000109;0;0;3;606,24;109,12;0;;;;;VALIDEZ PRESP.15 DIAS 
PLAZO ENTREGA 6/7 DIAS
MATERIAL PROCEDENTE DE FABRICA NO ADMITE DEVOLUCION
MATERIAL ORIGINAL;;0;0;0;;;0;0;0;0;0
22/05/2012;31;000159;1365;0;401;12558,64;2260,56;0;;;L 180-E;;ESTE PRESUPUESTO ES APROXIMADO, SI EN EL DESMONTAJE SE VIERA ALGUNA PIEZA DEFECTUOSA SE COMUNICARIA Y PASARIA PRESUPUESTO. ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR EL PEDIDO Y A LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS. ;;0;0;0;;;3;168;0;0;48
23/05/2012;31;000160;1024;0;40;3564,94;641,69;0;;;;;;;0;0;0;;;1;102;0;0;16
23/05/2012;31;000161;4;0;13;785,64;141,42;0;30/05/2012;000384;950 E    HS;;ESTE PRESUPUESTO ES APROXIMADO, NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS.;;0;0;0;30;000472;1;11;0;0;0
24/05/2012;34;000110;1152;0;52;1674,41;301,39;0;;;WB 93 R-5;;SERVICIO OFICIAL KOMATSU Y MOTORES CUMMINS
VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA 2 DIAS
10%DESCUENTO PEDIDO COMPLETO


10% DE DESCUENTO PARA PEDIDO COMPLETO;;0;0;0;;;0;0;0;0;0
25/05/2012;34;000111;1099;0;52;1824,2;328,36;0;;;;;JCB 520/50 (881359)
VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA 3/4 DIAS
MODIFICACION BOMBA DE FRENO;;0;0;0;;;0;0;0;0;0
25/05/2012;31;000162;1398;0;3;232;41,76;0;28/05/2012;000363;PC180-3;;C.RURAL 3187-0806-96-2352751826  ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR LA REPARACION  Y A LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS. MANDAR COPIA DE TRANFERENCIA POR CORREO ELECTRONICO (taller@talleresdafer.com) O POR FAX (954852741) ;;0;0;0;32;000305;1;136;0;0;0
28/05/2012;31;000163;1334;0;491;417,26;75,11;0;;;L 90E(21085);;;;0;0;0;;;0;0;0;0;0
28/05/2012;34;000112;1091;0;50;90,02;16,2;0;;;PC 1250-7;;;;0;0;0;;;0;0;0;0;0
28/05/2012;34;000113;1272;0;11;408,8;73,58;0;;;G710B;;VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA 1/2 DIAS;;0;0;0;;;0;0;0;0;0
28/05/2012;34;000114;1365;0;401;2675,2;481,54;0;;;L150E P;;VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA 4/5 DIAS 
PRECIO APROXIMADO DEL RADIADOR DE AGUA, A LA ACEPTACION DEL PRESP. SERIA RETIRADO SU RADIADOR PARA FABRICAR EL NUEVO, PRECIO EXACTO UNA VEZ RETIRADO SU RADIADOR;;0;0;0;;;0;0;0;0;0
28/05/2012;34;000115;0;0;3;3607,8;649,4;0;;;;;validez presp. 15 dias 
plazo entrega  2 semanas
CAT 304.5 (8FG01362)
MATERIAL ORIGINAL, BOMBA NUEVA;;0;0;0;;;0;0;0;0;0
28/05/2012;34;000116;1365;0;401;840,2;151,24;0;;;;;L180E (6600)
VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA 5/6 DIAS;;0;0;0;;;0;0;0;0;0
29/05/2012;31;000164;253;0;3;112,4;20,23;0;;;;;PRESUPUESTO S. REF. 50549 SSG- PLAZO DE ENTREGA 7 DIAS;;0;0;0;;;0;0;0;0;0
29/05/2012;31;000165;253;0;3;2840;511,2;0;;;;;Presupuesto s. Refer. 50501 SSG - MATERIAL ORIGINAL CATERPILLAR - PLAZO DE ENTREGA 12 DIAS;;0;0;0;;;0;0;0;0;0
29/05/2012;31;000166;253;0;3;12191,54;2194,48;0;;;;;Presupuesto S.  Ref.: 50500 SSG - PRESUPUESTO MATERIAL ORIGINAL CATERPILLAR - PLAZO DE ENTREGA 12  DIAS - SALVO: 1119770 PLAZO DE ENTREGA 30 DIAS - 2198577 SIN PLAZO DE SUMINISTRO;;0;0;0;;;0;0;0;0;0
30/05/2012;31;000167;402;0;45;1159,98;208,8;0;;;CAT IT 28 G;;ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR EL PEDIDO Y A LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS. ;;0;0;0;;;0;0;0;0;0
01/06/2012;34;000117;1365;0;401;3400;612;0;;;;;L 180E (8041)
VALIDEZ PRESP. 30DIAS 
PLAZO ENTREGA 10 DIAS;;0;0;0;;;0;0;0;0;0
01/06/2012;31;000168;1335;0;491;17,65;3,18;0;;;L 90E (22871);;PLAZO DE ENTREGA DEL MATERIAL EN STOCK.. ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR EL PEDIDO Y A LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS. ;;0;0;0;;;0;0;0;0;0
04/06/2012;31;000169;1224;0;30;2863,52;515,43;0;;;WA380-5H;;LA REPARACION SE REALIZARA EN NUESTRA INSTALACIONES. TRAER EL EJE AL TALLER NO ESTA PRESUPUESTADO. ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR LA REPARACION  Y A LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS. ;;0;0;0;;;2;169;0;0;32
04/06/2012;31;000170;1403;0;3;205;36,9;0;05/06/2012;000397;DAEWOO D400;;C.RURAL 3187-0806-96-2352751826  ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR LA REPARACION  Y A LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS. MANDAR COPIA DE TRANFERENCIA POR CORREO ELECTRONICO (taller@talleresdafer.com) O POR FAX (954852741) ;;0;0;0;30;000379;1;115;0;0;0
04/06/2012;31;000171;1119;0;41;495,16;89,13;0;;;PC290NLC-6K;; ES NECESARIO FIRMAR, DNI Y SELLAR PARA LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS;;0;0;0;;;0;0;0;0;0
05/06/2012;31;000172;1335;0;491;3160;568,8;0;;;;;ES NECESARIO FIRMAR, DNI Y SELLAR PARA LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS;;0;0;0;;;0;0;0;0;0
05/06/2012;31;000173;1119;0;41;289,44;52,1;0;;;PC 350-8;;ES NECESARIO FIRMAR, DNI Y SELLAR PARA LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS;;0;0;0;;;0;0;0;0;0
06/06/2012;34;000118;1374;0;3;81,16;14,61;0;;;WB98A-2;;;;0;0;0;;;0;0;0;0;0
06/06/2012;34;000119;1099;0;52;102,5;18,45;0;;;JCB526/55;;VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA 2 DIAS;;0;0;0;;;0;0;0;0;0
06/06/2012;31;000174;253;0;3;472,5;85,05;0;;;;;PRESUPUESTO REFRIGERANTE "STOCK RLD 50"
FABRICANTE: SIDASA - DIVISION TRIBOLUBE. 200 LITROS PLAZO 1 DIA. RESTO DE MATERIAL 5/6 DIAS.;;0;0;0;;;0;0;0;0;0
06/06/2012;31;000175;1114;0;48;3896,57;701,38;0;01/06/2012;000436;BOMAG BC 771 RS;;MATERIAL ORIGINAL PLAZO DE ENTREGA 2 A 3 DIAS LABORABLES, ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR EL PEDIDO Y A LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS. ;;0;0;0;30;000397;0;0;0;0;0
07/06/2012;31;000176;1198;0;0;38,98;7,02;0;;;;;MATERIALES ORIGINALES NO TIENE DEVOLUCION, PLAZO DE ENTREGA 8 DIAS LABORABLES. ES NECESARIO FIRMAR, DNI Y SELLAR PARA LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS;;0;0;0;;;0;0;0;0;0
07/06/2012;31;000177;1;0;11;2452,96;441,53;0;;;DUMPER Nº 9;;ES NECESARIO FIRMAR, DNI Y SELLAR PARA LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS;;0;0;0;;;0;0;0;0;0
07/06/2012;31;000178;0;0;3;3482,73;626,89;0;;;;;PRESUPUESTO MATERIAL ORIGINAL CUMMINS;;0;0;0;;;0;0;0;0;0
08/06/2012;34;000120;0;0;400;3333,47;600,02;0;;;;;DEVOLVER FIRMADO Y SELLADO A LA ACEPTACION.
PLAZO DE ENTREGA 48/72 HORAS.;;0;0;0;;;0;0;0;0;0
08/06/2012;31;000179;1335;0;491;435,08;78,31;0;;;L 90F (25564);;MATERIAL ORIGINAL PLAZO DE ENTREGA 8 A 9 DIAS LABORABLES, ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR EL PEDIDO Y A LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS. ;;0;0;0;;;0;0;0;0;0
11/06/2012;31;000180;1224;0;30;2293,48;412,83;0;25/07/2012;000545;D155AX-6;;ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR EL PEDIDO Y A LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS. PLAZO DE ENTREGA DEL MATERIAL 3 DIAS ESTA EN BRUCELAS;;0;0;0;;;2;169;0;264;64
12/06/2012;31;000181;1341;0;41;2613,58;470,44;0;;;WA 480-5;;MATERIAL ORIGINAL PLAZO DE ENTREGA 2 A 3 DIAS LABORABLES, ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR EL PEDIDO Y A LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS. ;;0;0;0;;;0;0;0;0;0
12/06/2012;34;000121;1131;0;52;1534,79;276,26;0;;;SK815-5;;VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA 2/3 DIAS;;0;0;0;;;0;0;0;0;0
13/06/2012;33;000001;1390;0;14;19062,62;3431,27;0;;;;;CUMMINS 37184734
VALIDEZ PRESP. 15 DIAS
PLAZO ENTREGA 7/10 DIAS;;0;0;0;;;0;0;0;0;0
14/06/2012;31;000182;1114;0;48;2105;378,9;0;01/06/2012;000437;BOMAG BC 771 RS;;MATERIAL ORIGINAL PLAZO DE ENTREGA 2 A 3 DIAS LABORABLES, ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR EL PEDIDO Y A LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS. ;;0;0;0;30;000398;0;0;0;0;0
14/06/2012;34;000122;1099;0;52;1286,45;231,56;0;;;;;CUMMINS 60420634
VALIDEZ PRESP. 15 DIAS 
PLAZO ENTEGA 3/4 DIAS;;0;0;0;;;0;0;0;0;0
15/06/2012;34;000123;1099;0;52;911,48;164,07;0;;;;;CUMMINS 
PLAZO ENTREGA 2/3 DIAS ;;0;0;0;;;0;0;0;0;0
15/06/2012;31;000183;253;0;3;4530,4;815,47;0;;;;;PRESUPUESTO S. REF 50742 SSG - MATERIAL ORIGINAL CATERPILLAR - ENTREGA SEGUNDA SEMANA DE JULIO.;;0;0;0;;;0;0;0;0;0
18/06/2012;31;000184;344;0;45;1018;183,24;0;;;WA 480;;ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR EL PEDIDO Y A LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS. ;;0;0;0;;;3;67;0;0;32
18/06/2012;31;000185;50;0;45;18220,54;3279,7;0;17/08/2012;000595;980 G Nº3;;LA REPARACION SE REALIZARA EN NUESTRA INSTALACIONEES. ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR EL PEDIDO Y A LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS. ;;1550;0;0;30;000625;0;0;0;0;0
19/06/2012;31;000186;253;0;3;169;30,42;0;;;;;PRESUPUESTO s. Refer. 50818 SSG - PLAZO DE ENTREGA 48 HORAS;;0;0;0;;;0;0;0;0;0
19/06/2012;31;000187;253;0;3;179;32,22;0;;;;;PRESUPUESTO S. REF: 50820 SSG. MATERIAL ORIGINAL  CATERPILLAR, PLAZO 5 DÍAS.;;0;0;0;;;0;0;0;0;0
20/06/2012;31;000188;344;0;45;1794,13;322,94;0;;;WA 480-5;;REPARACIÓN SE REALIZA EN LAS INSTALACIONES DEL CLIENTE. ES NECESARIO UTILIZAR UNA GRUA NO INCLUIDA EN ESTE PRESUPUESTO. PARA LA ACEPTACION DEL PRESUPUESTO, POR FAVOR, DEVUELVA FIRMADO, DNI  Y SELLO.VALIDEZ DE LA OFERTA  15 DIAS. ;;0;0;0;;;0;0;3;113;48
20/06/2012;31;000189;1072;0;49;256,5;46,17;0;;;IVECO 440;;PARA LA ACEPTACION DEL PRESUPUESTO, POR FAVOR, DEVUELVA FIRMADO, DNI  Y SELLO.VALIDEZ DE LA OFERTA  15 DIAS. ;;0;0;0;;;1;80;0;0;16
20/06/2012;34;000124;1091;0;50;597,96;107,63;0;;;WA500-3 H;;VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA 1/2 DIAS;;0;0;0;;;0;0;0;0;0
20/06/2012;31;000190;1072;0;49;175,5;31,59;0;;;CAT 330 C LN;;PARA LA ACEPTACION DEL PRESUPUESTO, POR FAVOR, DEVUELVA FIRMADO, DNI  Y SELLO.VALIDEZ DE LA OFERTA  15 DIAS. ;;0;0;0;;;0;0;0;0;0
20/06/2012;31;000191;1072;0;49;220,45;39,68;0;;;CAT D6R II;;PARA LA ACEPTACION DEL PRESUPUESTO, POR FAVOR, DEVUELVA FIRMADO, DNI  Y SELLO.VALIDEZ DE LA OFERTA  15 DIAS. ;;0;0;0;;;0;0;0;0;0
20/06/2012;31;000192;1072;0;49;386,01;69,48;0;;;R360LC-7A;;PARA LA ACEPTACION DEL PRESUPUESTO, POR FAVOR, DEVUELVA FIRMADO, DNI  Y SELLO.VALIDEZ DE LA OFERTA  15 DIAS. ;;0;0;0;;;1;80;0;0;0
20/06/2012;34;000125;1408;0;33;12881,82;2318,73;0;;;;;MOTOR INTERCAMBIO  CUMMINS 6CT8.3 S/N 21300004
VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA 10/12 DIAS
MATERIAL PUESTO EN NUESTRAS INSTALACIONES DE MORON DE LA FRONTERA
DEVOLUCION DE PRESUPUESTO SELLADO Y FIRMADO A LA ACEPTACION DEL PRESUPUESTO.;;0;0;0;;;0;0;0;0;0
20/06/2012;31;000193;1075;0;32;2608,42;469,52;0;;;VOLVO L120E;;MATERIAL EN STOCK, ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR EL PEDIDO Y A LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS. ;;0;0;0;;;0;0;0;0;0
21/06/2012;31;000194;1075;0;32;120;21,6;0;;;VOLVO L220E;;PLAZO DE ENTREGA MATERIAL ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR EL PEDIDO Y A LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS. ;;0;0;0;;;0;0;0;0;0
21/06/2012;33;000002;1224;0;30;996,38;179,35;0;;;WA380-5H;;VALIDEZ PRESP. 15 DIAS 
PLAZO ENTREGA 3/4 DIAS;;0;0;0;;;0;0;0;0;0
20/06/2012;31;000195;50;0;45;18811,18;3386,01;0;;;980 G Nº3;;ES NECESARIO FIRMAR, DNI Y SELLAR PARA REALIZAR EL PEDIDO Y A LA ACEPTACION DEL PRESUPUESTO. VALIDEZ DEL PRESUPUESTO 15 DIAS. ;;390;0;0;;;0;0;624;0,36;192
21/06/2012;34;000126;1408;0;33;1325,2;238,54;0;;;;;DESPLAZAMIENTO ,SACAR MOTOR ,CONJUNTO MOTOR BOMBA Y RADIADOR, CAMBIAR PIEZAS DEL MOTOR VIEJO AL NUEVO (ALTERNADOR, ARRANQUE, VOLANTE , EQUIPO ELECTRICO, ETC..)BAQUETEADO Y LIMPIEZA RADIADOR, MONTAJE MOTOR Y RADIADOR EN MAQUINA, NIVELES ACEITE, FILTROS Y ARRANQUE DEL MOTOR.
DEVOLVER SELLADO Y FIRMADO EL PRESUPUESTO A LA ACEPTACION DEL MISMO .
ESTE PRESUPUESTO NO INCLUYE EL TRASLADO DEL MOTOR A NUESTRAS INSTALACIONES DE MORON DE LA FRONTERA NI LA POSTERIOR VUELTA DEL MISMO.;;0;0;0;;;0;0;0;0;0
22/06/2012;34;000127;1408;0;33;3108,44;559,52;0;;;PC 340NLC-7K;;VALIDEZ  PRESP. 15 DIAS 
PLAZO ENTREGA 2/3 DIAS;;0;0;0;;;0;0;0;0;0
22/06/2012;34;000128;1224;0;30;210,06;37,81;0;;;D155AX-6;;VALIDEZ PRESP. 15 DIOAS 
PLAZO ENTREGA 2/3 DIAS;;0;0;0;;;0;0;0;0;0
